Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2021,heart development (GO:0007507),48/164,0.0028331187945602,0.0496090905589149,0,0,1.663129973474801,9.756547634935158,MESP2;ACVRL1;FOXC2;BMP10;FOXC1;RAMP2;BMPR2;GATA5;LDB3;CACNA1C;TBXT;CRIP1;GLI2;SHH;CSRP3;FGF8;FLRT2;ERBB3;SOX18;FLRT3;ERBB4;TNNI3;UTY;BVES;PDLIM4;LEFTY1;CXADR;FOXF1;OSR1;NTRK3;MICAL2;FOXL1;POU4F1;PTK2;BMP5;TBX2;BMP4;RBP4;BMP2;COL3A1;MYL2;APLNR;ALPK2;ZFPM1;FGF12;DAND5;MYH6;MIXL1
GO_Biological_Process_2021,bone development (GO:0060348),16/40,0.0029081895211352,0.0502075794639428,0,0,2.673360107095047,15.613023326053431,TFAP2A;MYOC;STC1;SULF1;LRP6;SULF2;CYP26B1;GJA1;FGF8;BGLAP;PLS3;NOTUM;IFITM5;FGFR2;TGM2;LTF
GO_Biological_Process_2021,negative regulation of blood coagulation (GO:0030195),16/40,0.0029081895211352,0.0502075794639428,0,0,2.673360107095047,15.613023326053431,FGB;PDGFRA;SERPINB2;SERPINE2;F10;NOS3;SERPINE1;KRT1;FGG;F11;PDGFA;THBD;F7;C1QTNF1;APOE;ADTRP
GO_Biological_Process_2021,regulation of sodium ion transmembrane transporter activity (GO:2000649),16/40,0.0029081895211352,0.0502075794639428,0,0,2.673360107095047,15.613023326053431,CAMK2D;OSR1;PCSK9;ANK3;FGF14;NETO1;WNK2;FXYD2;FXYD1;WNK3;HECW1;FGF13;SCN4B;FGF12;SCN2B;PTPN3
GO_Biological_Process_2021,synaptic vesicle exocytosis (GO:0016079),16/40,0.0029081895211352,0.0502075794639428,0,0,2.673360107095047,15.613023326053431,SYT5;UNC13B;SNAP25;SYT1;DOC2B;CPLX2;CPLX1;SYT8;CPLX4;SYT7;RIMS2;RIMS1;PCLO;SNPH;SYT10;OTOF
GO_Biological_Process_2021,peptidyl-tyrosine phosphorylation (GO:0018108),24/69,0.0029170772918769,0.0502075794639428,0,0,2.1401743796109995,12.492568299577028,PDGFRB;BLK;NTRK1;ITK;PDGFRA;FLT1;PKDCC;SRMS;FLT4;BMX;EGFR;PTK2;IGF1R;GHR;ZAP70;EFEMP1;RELN;LCK;ERBB4;LEP;KDR;IFNL4;FGFR2;FGFR1
GO_Biological_Process_2021,cell-matrix adhesion (GO:0007160),32/100,0.003059285062835,0.0517496398978528,0,0,1.8894686907020872,10.93921886202102,COL17A1;COL13A1;ITGB5;ITGB3;THY1;PTPRK;LYPD5;ADAMTS12;MSLN;OTOA;TNN;EMILIN1;ITGB6;ADAMTS9;FGB;ACTN3;ACTN2;ITGA1;FGG;NPNT;L1CAM;LYVE1;TIAM1;FERMT1;COL3A1;CTTN;ITGA8;ITGBL1;VWA2;SIGLEC1;ARHGEF7;FERMT2
GO_Biological_Process_2021,intestinal epithelial cell differentiation (GO:0060575),6/9,0.0030592966578662,0.0517496398978528,0,0,8.01051577366049,46.37744372869728,YAP1;PYY;CDX2;NPY;GATA6;GATA5
GO_Biological_Process_2021,negative regulation of leukocyte proliferation (GO:0070664),6/9,0.0030592966578662,0.0517496398978528,0,0,8.01051577366049,46.37744372869728,BLK;CRP;GREM1;IL33;LILRB1;ENPP3
GO_Biological_Process_2021,synapse pruning (GO:0098883),6/9,0.0030592966578662,0.0517496398978528,0,0,8.01051577366049,46.37744372869728,C1QB;CX3CR1;C1QA;DKK1;CX3CL1;C1QC
GO_Biological_Process_2021,positive regulation of phosphorylation (GO:0042327),69/253,0.0030765582098566,0.0517496398978528,0,0,1.5087763927753752,8.726677819062921,ALK;APP;FLT1;FLT4;ITGB3;IFNA2;KNDC1;FGF1;SLC4A4;TNF;IGF1R;FGF5;FGF8;FGF9;KDR;RSPO1;ROS1;EPHB3;NKX3-1;PDGFRB;PDGFRA;EPHA7;MUSK;EPHA8;INSRR;ADIPOQ;AXIN2;EREG;AR;CLDN3;IFNG;GAPDHS;ROR1;ROR2;ADTRP;TNIK;CARD14;MET;EPHA2;EPHA10;ITLN1;PIK3R3;EGFR;THPO;ERBB3;ERBB4;FGF20;FGF23;FGF22;NTRK1;NTRK2;WNT3A;RARRES2;NTRK3;IGF2;VEGFD;IGF1;MT3;PTK2;BMP4;MARCO;FGF16;MLXIPL;BMP2;LEP;FGF18;FGFR2;FGFR1;FGF10
GO_Biological_Process_2021,cardiac muscle cell action potential (GO:0086001),13/30,0.003088764943338,0.0517496398978528,0,0,3.0655365231118785,17.718751940609692,KCNH2;KCNE1;CACNA2D1;ATP1A2;ANK2;CACNA1C;SLC4A3;CACNA1G;KCNQ1;SCN4B;FGF12;KCNJ2;SCN2B
GO_Biological_Process_2021,maintenance of blood-brain barrier (GO:0035633),13/30,0.003088764943338,0.0517496398978528,0,0,3.0655365231118785,17.718751940609692,LAMA2;SLC1A1;LAMC1;CLDN1;CDH5;CLDN5;GJA1;IL6;CLDN3;GJB6;WNK3;ESAM;TJP3
GO_Biological_Process_2021,positive regulation of lipid kinase activity (GO:0090218),13/30,0.003088764943338,0.0517496398978528,0,0,3.0655365231118785,17.718751940609692,PDGFRB;P2RY12;PDGFRA;FLT1;IRS1;EPHA8;NOD2;PTK2;EEF1A2;TNFAIP8L3;CCR7;CCL19;PRKD1
GO_Biological_Process_2021,positive regulation of cellular process (GO:0048522),153/625,0.0031127268554731,0.0519784156693745,0,0,1.3084067267912924,7.55245875521372,CSF2;CSF1;EPO;IRS1;REG1B;SIRPG;FGF1;TNF;NCMAP;IGF1R;FGF5;TCL1A;CDH3;FGF8;FGF9;IBSP;CHP2;KDR;PROK2;IL12B;CCN2;PRSS2;PROK1;TGM2;PDGFRB;PDGFRA;SLC30A2;SLC11A1;WNT5A;LIFR;NCCRP1;DKK1;POU3F3;EREG;BTC;AR;CLDN5;TIAM1;SFRP1;SFRP2;PARD3;ADAM8;NUPR1;S100A9;S100A8;TSPYL5;PTGFR;ZBED9;CHRD;PDGFA;PLA2G5;REG3G;EFNB2;DPP4;THPO;FGF20;TPPP;FGF23;FGF22;TRPM4;EGR4;WNT3A;CAV1;IGF2;HMGA2;IGF1;MT3;PTK2;BMP5;BMP4;MLXIPL;FGF16;IL3;IL6;CXCL12;GDNF;IL7;NOXA1;FGF18;IL7R;BMPR1B;NOX1;FGFR2;FGFR1;FGF10;RYR2;FLT1;TENM4;BNC1;FLT4;HBB;ADRA1D;PRL;GLI1;AREG;CX3CL1;CXCL5;EPB41L4B;SHH;ESM1;CCR7;NKX3-1;SERPINB3;TRPC3;AHSG;TNFRSF18;FSHB;SFTPD;GLP2R;NRG1;AVPR1A;HBA1;PROX1;AXIN2;DUSP26;ADRA2A;DYNAP;GREM1;IFNG;TAL1;CEACAM6;SHANK2;CCL14;MYRF;LRP1;LEF1;AKAP6;TULP1;DLL1;EGFR;LRP6;LILRA5;RAB25;ERBB3;ERBB4;LMNA;HES1;S1PR3;HES5;NTRK2;NTRK3;VEGFD;MEIS3;MAPK15;TBX3;TBX2;GRIN1;EPGN;CLCF1;GHRH;SAA1;VIP;CRLF2
GO_Biological_Process_2021,blood circulation (GO:0008015),19/51,0.0032229121487332,0.0536407457625802,0,0,2.381562421502135,13.664142789615529,ACVRL1;UTS2R;EPO;NOS3;ELN;AVPR1A;TRDN;F5;NPPB;ACE2;CXCL10;CXCL12;ACTC1;ADORA2A;MYL2;COL4A3;AGTR1;TNNI3;LPA
GO_Biological_Process_2021,positive regulation of calcium ion transport (GO:0051928),15/37,0.0033420311050849,0.0554403383649457,0,0,2.7337743812022355,15.585730371934408,PDGFRB;TRPC6;TRPC3;WFS1;CAV1;STC1;ANK2;LILRA5;GRIN1;CXCL12;CCL4;WNK3;CCL3;CCL2;FFAR1
GO_Biological_Process_2021,neurotransmitter secretion (GO:0007269),17/44,0.0033562863201232,0.0554942685651847,0,0,2.524999767530524,14.384722125411766,SNAP25;SLC32A1;SYT1;NRXN1;GAD1;LIN7A;CPLX2;CPLX1;SYN2;CPLX4;RIMS2;RIMS1;PCLO;GRM4;SNPH;SYT10;OTOF
GO_Biological_Process_2021,peptide hormone secretion (GO:0030072),12/27,0.0034346495207122,0.056419991964013,0,0,3.206619859578736,18.193849275710075,RIMS2;EXOC3L1;GHSR;ADCYAP1;IL6;GAL;PTPRN;GHRH;FAM3B;FFAR4;VIP;CRHR1
GO_Biological_Process_2021,regulation of vasculature development (GO:1901342),12/27,0.0034346495207122,0.056419991964013,0,0,3.206619859578736,18.193849275710075,IL6;SFRP1;BMPER;ADGRA2;LEP;KRT1;HMOX1;PROK2;CXCL13;TSPAN12;PROK1;EPHA2
GO_Biological_Process_2021,second-messenger-mediated signaling (GO:0019932),29/89,0.0034812048753635,0.0569990785274624,0,0,1.9401494166037103,10.981976778418236,CX3CR1;CHRM3;RYR2;CXCL8;FPR1;CXCR4;PPP1R9A;HRH1;EDNRB;CXCR1;CCL3;CCR8;TNFSF11;CCR7;CCR6;PLCG1;APOE;CCR5;CCR3;TRPM4;P2RY12;NOS3;KSR2;SELE;AGT;RCAN1;DDAH1;RCAN2;AGTR1
GO_Biological_Process_2021,regulation of heart contraction (GO:0008016),30/93,0.0035456149879439,0.0578658135411043,0,0,1.9115988964855464,10.785324422269143,RYR1;RYR2;BMP10;CAMK2D;ITPR3;ATP1A2;CACNA1H;SLC8A2;NPPC;GJA5;CYP2J2;S100A1;KCNJ12;ATP2B3;ABCC9;ANK2;FOXN4;ATP1B2;AGT;TRDN;TBX2;SMAD7;SLC8A3;ACE2;DES;KCNQ1;FXYD2;FXYD1;HRC;MYH6
GO_Biological_Process_2021,regulation of MAPK cascade (GO:0043408),48/166,0.0036835093988639,0.0599223803176473,0,0,1.6347354697042475,9.160876672775377,FLT1;FLT4;LPAR1;PDGFA;ADRA1D;ALOX12B;ADRA1B;CX3CL1;EGFR;IGF1R;LILRA5;SOX2;SPRED1;GRM4;THPO;KDR;ROS1;NTRK1;NTRK2;EPHA7;MYOC;EPHA8;CAV2;GDF15;CAV1;NTRK3;IGF2;DAB2IP;IGF1;ADRA2C;MMP8;ADRA2B;ADRA2A;GREM1;BMP2;IL6;ADRB3;LEP;IAPP;ROR1;REN;ROR2;TNIK;CD24;FGFR2;EPHA2;FGFR1;FGF10
GO_Biological_Process_2021,inner ear morphogenesis (GO:0042472),11/24,0.0037674641437199,0.0607169768404365,0,0,3.3911911603062266,18.927435447090375,TFAP2A;TIFAB;MYO3B;DCANP1;ZIC1;SIX1;NEUROG1;TBX18;PAX2;FGFR2;ATP6V1B1
GO_Biological_Process_2021,protein kinase B signaling (GO:0043491),11/24,0.0037674641437199,0.0607169768404365,0,0,3.3911911603062266,18.927435447090375,KDR;CCL3;PIK3R3;CCL2;IGF1;ADTRP;MT3;TNF;PAX2;NKX3-1;EPHA2
GO_Biological_Process_2021,myelination (GO:0042552),18/48,0.0037684738748872,0.0607169768404365,0,0,2.4063284781516825,13.429924176826152,ARHGEF10;ABCD2;MYRF;MYOC;CXCR4;SLC8A3;GPC1;PARD3;EPB41L3;ADGRG6;MALL;MAL2;MAL;ACSBG1;TPPP;SCN2A;HES5;BCAS1
GO_Biological_Process_2021,modulation by host of viral process (GO:0044788),7/12,0.0038920244081412,0.0621820448593634,0,0,5.608064112196344,31.118171076727823,CRP;CAV2;PTX3;ZNF502;APOE;IGF2R;LTF
GO_Biological_Process_2021,positive regulation of neuroinflammatory response (GO:0150078),7/12,0.0038920244081412,0.0621820448593634,0,0,5.608064112196344,31.118171076727823,IL33;IL6;TAFA3;CCL3;NUPR1;MMP8;TNF
GO_Biological_Process_2021,heart contraction (GO:0060047),16/41,0.0038963962275547,0.0621820448593634,0,0,2.566265060240964,14.236876879703347,KCNH2;MYLK2;RYR2;ATP1A2;TRDN;MYL4;CSRP3;ACTC1;MYL2;KCNQ1;TNNI1;TNNI2;TNNI3;SCN4B;MYH6;SCN2B
GO_Biological_Process_2021,brain development (GO:0007420),44/150,0.0039466098316269,0.062784710980741,0,0,1.667722303832726,9.23067340951086,ROBO2;CX3CR1;AMIGO3;SCT;AMIGO2;CXCR4;VCX;MACROH2A2;PCDH18;AFF2;DMBX1;ATXN1;RELN;CDH2;ZIC2;ZIC1;SIX3;NKX2-1;APOD;CTNNA2;HES5;VCX3B;ARNT2;EPHA7;EMX2;SLC6A17;PTCH1;SHROOM2;SCTR;FOXJ1;PROX1;SMARCA1;MEIS3;EML1;GRHL2;PAX2;GRIN1;NFIB;DDIT4;CNTN4;HAP1;DSCAML1;ADGRL2;ADGRL3
GO_Biological_Process_2021,endocardial cushion development (GO:0003197),10/21,0.0040527732747078,0.0633694337894854,0,0,3.642971064023696,20.066773769804406,ACVRL1;BMP4;BMP2;BMPR2;HEY1;NOS3;FOXF1;TBX20;TBX2;BMPR1A
GO_Biological_Process_2021,hydrogen peroxide catabolic process (GO:0042744),10/21,0.0040527732747078,0.0633694337894854,0,0,3.642971064023696,20.066773769804406,PRDX2;HBM;HBG2;HBG1;HBE1;PXDN;HBB;HBD;HBA1;HBQ1
GO_Biological_Process_2021,linoleic acid metabolic process (GO:0043651),10/21,0.0040527732747078,0.0633694337894854,0,0,3.642971064023696,20.066773769804406,CYP2J2;ELOVL2;ALOX5;ELOVL3;CYP4A22;CYP4A11;ALOX15;ALOX12B;ALOX15B;ALOXE3
GO_Biological_Process_2021,natural killer cell activation involved in immune response (GO:0002323),10/21,0.0040527732747078,0.0633694337894854,0,0,3.642971064023696,20.066773769804406,IFNA5;IFNA4;IFNA6;IFNA14;IFNB1;IFNA17;IFNE;IFNA2;KLRF2;IFNA8
GO_Biological_Process_2021,retinol metabolic process (GO:0042572),10/21,0.0040527732747078,0.0633694337894854,0,0,3.642971064023696,20.066773769804406,CYP27C1;RBP4;DHRS9;ADH1B;ADH1A;CYP1A2;CYP1A1;CYP1B1;LRAT;DHRS3
GO_Biological_Process_2021,glucose homeostasis (GO:0042593),28/86,0.0040988883570366,0.0633694337894854,0,0,1.9375976664235857,10.651050857961716,IRS1;SLC2A4;IGF1R;HK3;HNF4A;ALOX5;PDK4;FFAR2;PCK1;PPARGC1A;NGFR;MBD5;GCKR;WFS1;GCGR;ADIPOQ;HNF1A;G6PC1;ADRA2A;GCK;BACE2;MLXIPL;RBP4;IL6;RFX6;HKDC1;CYP11B1;PPARG
GO_Biological_Process_2021,cardiac myofibril assembly (GO:0055003),8/15,0.0042251755544228,0.0633694337894854,0,0,4.578585742914401,25.0297293506507,PDGFRB;FHOD3;PDGFRA;CSRP3;ACTC1;NEBL;MYL2;PROX1
GO_Biological_Process_2021,membrane repolarization during cardiac muscle cell action potential (GO:0086013),8/15,0.0042251755544228,0.0633694337894854,0,0,4.578585742914401,25.0297293506507,KCNH2;KCNJ5;KCNE1;KCNJ8;KCNQ1;KCNA5;KCNN2;KCNJ2
GO_Biological_Process_2021,positive regulation of endothelial cell chemotaxis (GO:2001028),8/15,0.0042251755544228,0.0633694337894854,0,0,4.578585742914401,25.0297293506507,SEMA5A;FGF16;SMOC2;FGF18;KDR;PRKD1;MET;FGFR1
GO_Biological_Process_2021,positive regulation of osteoclast differentiation (GO:0045672),8/15,0.0042251755544228,0.0633694337894854,0,0,4.578585742914401,25.0297293506507,CSF1;IFNG;IL23R;OCSTAMP;TNFSF11;IL12B;TNF;POU4F1
GO_Biological_Process_2021,cell migration involved in sprouting angiogenesis (GO:0002042),9/18,0.0042346815758589,0.0633694337894854,0,0,4.006765221748935,21.89475676627018,EFNB2;GREM1;NR4A1;EGR3;KDR;PIK3R3;SLIT2;ADTRP;ROBO1
GO_Biological_Process_2021,dendritic cell migration (GO:0036336),9/18,0.0042346815758589,0.0633694337894854,0,0,4.006765221748935,21.89475676627018,EPS8;CXCR1;ALOX5;CXCR4;CCR7;CCL19;CCR6;CCR5;TRPM4
GO_Biological_Process_2021,negative regulation of peptide hormone secretion (GO:0090278),9/18,0.0042346815758589,0.0633694337894854,0,0,4.006765221748935,21.89475676627018,CHGA;PRKN;SFRP1;IRS1;CRH;FFAR4;FAM3D;CCN3;ADRA2A
GO_Biological_Process_2021,positive regulation of cartilage development (GO:0061036),9/18,0.0042346815758589,0.0633694337894854,0,0,4.006765221748935,21.89475676627018,ACVRL1;BMP4;BMP2;BMPR2;PKDCC;GDF6;BMPR1B;GDF5;SOX5
GO_Biological_Process_2021,positive regulation of macrophage derived foam cell differentiation (GO:0010744),9/18,0.0042346815758589,0.0633694337894854,0,0,4.006765221748935,21.89475676627018,CSF2;CSF1;AGTR1;PLA2G3;PLA2G5;APOB;ALOX15B;AGT;PF4
GO_Biological_Process_2021,regulation of multicellular organism growth (GO:0040014),9/18,0.0042346815758589,0.0633694337894854,0,0,4.006765221748935,21.89475676627018,GHR;APP;GHSR;MBD5;GDF15;PTCH1;GHRH;PRL;IGF1
GO_Biological_Process_2021,regulation of presynapse assembly (GO:1905606),9/18,0.0042346815758589,0.0633694337894854,0,0,4.006765221748935,21.89475676627018,PTPRD;APP;LRFN5;SLITRK2;WNT3A;SLITRK1;WNT7A;GPC4;GPC6
GO_Biological_Process_2021,regulation of presynapse organization (GO:0099174),9/18,0.0042346815758589,0.0633694337894854,0,0,4.006765221748935,21.89475676627018,PTPRD;APP;LRFN5;SLITRK2;WNT3A;SLITRK1;WNT7A;GPC4;GPC6
GO_Biological_Process_2021,regulation of ventricular cardiac muscle cell membrane repolarization (GO:0060307),9/18,0.0042346815758589,0.0633694337894854,0,0,4.006765221748935,21.89475676627018,KCNH2;KCNE1;CACNA2D1;KCNQ1;GJA5;NOS1AP;ANK2;SCN4B;SNTA1
GO_Biological_Process_2021,T cell migration (GO:0072678),9/18,0.0042346815758589,0.0633694337894854,0,0,4.006765221748935,21.89475676627018,CXCL10;ZAP70;CXCL11;CCL20;S1PR1;CCL3;DEFA1;CCR6;CCL26
GO_Biological_Process_2021,positive regulation of vasculature development (GO:1904018),32/102,0.0042991991281779,0.0641445597733763,0,0,1.8352534562211984,10.000895335211933,SEMA5A;RAMP2;CXCL8;FLT1;SERPINE1;GATA6;TWIST1;FGF1;AQP1;CDH5;KDR;CYP1B1;HMOX1;PLCG1;CCR3;SASH1;PTGIS;ANXA3;NOS3;TNFSF12;WNT5A;GDF2;HMGA2;VEGFD;SMOC2;SFRP2;TMIGD2;FGF18;APLNR;RLN2;CHI3L1;PRKD1
GO_Biological_Process_2021,positive regulation of kinase activity (GO:0033674),35/114,0.004312892311554,0.064159044032941,0,0,1.7789678675754623,9.688519678919096,ALK;FLT1;CSF1;EPHA10;FLT4;TNF;EGFR;IGF1R;RELN;ERBB3;ERBB4;KDR;CCR7;CCL19;ROS1;EPHB3;PDGFRB;NTRK1;PDGFRA;NTRK2;EPHA7;MUSK;EPHA8;NTRK3;INSRR;PTK2;EREG;ADCYAP1;EEF1A2;ROR1;ROR2;MET;FGFR2;EPHA2;FGFR1
GO_Biological_Process_2021,regulation of potassium ion transport (GO:0043266),13/31,0.004357748201017,0.064635659346262,0,0,2.8950477942201043,15.736900286509949,DPP10;KCNH2;KCNE1;KCNIP1;ACTN2;KCNIP4;KCNA5;ANK2;ANK3;ADRA2A;KCNN2;DRD2;VIP
GO_Biological_Process_2021,negative regulation of cell population proliferation (GO:0008285),97/379,0.0044507966449807,0.0658221920253304,0,0,1.3852283113735024,7.500557197055056,APP;TES;ATP8A2;SIRPG;DUX4;IFIT3;SOX2;TNN;CYP1B1;IL12B;CCN3;IGFBP3;H2AC4;GML;WNT5A;P3H2;LDOC1;P3H3;EREG;SULT2B1;AR;AZGP1;RBP4;SFRP1;SFRP2;CLDN3;ADGRB1;COL4A3;NUPR1;ROR2;GATA6;FBLN1;SCIN;HMOX1;APOD;DRD2;ZBTB7C;TFAP2A;NIBAN2;IFNLR1;INHBA;GDF5;ALOX15B;ST18;BMP5;BMP4;BMP2;IL6;WNK2;BMPR1B;ACVRL1;CXCL8;BMPR2;IL26;CXCL1;PTPRK;ADAMTS1;HNF4A;ADAMTS8;NKX3-1;IL10;KLF11;POU1F1;RFPL1;ITGA1;WNT9A;PROX1;AXIN2;SSTR1;SSTR4;GREM1;DDAH1;IFNG;ALDH1A2;PPARG;IRF6;TPTE;DLL1;IFNL1;ACVR1C;CAMK2N1;FRZB;ERBB4;LMNA;SH3BP4;HES1;NTRK1;CCL23;NOS3;DAB2IP;PODN;MYO16;TBX3;FAP;FABP6;VIP;FRK
GO_Biological_Process_2021,sensory organ development (GO:0007423),20/56,0.0044736618898157,0.065889598155486,0,0,2.2283640424343942,12.05444222898102,FOXE3;FOXC1;WNT10A;ABCB5;SHROOM2;MYO7B;MYO7A;GDF3;MEIS3;CHRDL1;SOX2;RBP4;MAFB;SALL2;SIX4;ADAMTS18;MAB21L1;SMOC1;SIX3;BMPR1B
GO_Biological_Process_2021,ventricular septum development (GO:0003281),15/38,0.0045151384694519,0.065889598155486,0,0,2.614750968305057,14.120490442598705,ROBO2;BMPR2;PROX1;ROBO1;SMAD7;HEY1;GJA5;HEY2;APLNR;SLIT3;HES1;SLIT2;ZFPM1;DAND5;BMPR1A
GO_Biological_Process_2021,cardiac muscle cell-cardiac muscle cell adhesion (GO:0086042),5/7,0.0046644034387286,0.065889598155486,0,0,10.011264080100124,53.73841660749163,DSP;CXADR;DSG2;CTNNA3;DSC2
GO_Biological_Process_2021,catecholamine uptake (GO:0090493),5/7,0.0046644034387286,0.065889598155486,0,0,10.011264080100124,53.73841660749163,SLC22A3;SLC22A1;SLC6A2;MAPK15;SLC6A3
GO_Biological_Process_2021,gap junction assembly (GO:0016264),5/7,0.0046644034387286,0.065889598155486,0,0,10.011264080100124,53.73841660749163,GJA1;GJB2;GJD3;GJA5;GJB6
GO_Biological_Process_2021,lipoxin biosynthetic process (GO:2001301),5/7,0.0046644034387286,0.065889598155486,0,0,10.011264080100124,53.73841660749163,HPGD;ALOX5;ALOX15;LTC4S;ALOX15B
GO_Biological_Process_2021,negative regulation of digestive system process (GO:0060457),5/7,0.0046644034387286,0.065889598155486,0,0,10.011264080100124,53.73841660749163,TIFAB;DCANP1;PTGER3;HAMP;NEUROG1
GO_Biological_Process_2021,negative regulation of lymphocyte differentiation (GO:0045620),5/7,0.0046644034387286,0.065889598155486,0,0,10.011264080100124,53.73841660749163,SFRP1;IFNL1;IFNB1;IFNA2;INHBA
GO_Biological_Process_2021,pharyngeal arch artery morphogenesis (GO:0061626),5/7,0.0046644034387286,0.065889598155486,0,0,10.011264080100124,53.73841660749163,BMP4;BMPR2;HES1;FOLR1;BMPR1A
GO_Biological_Process_2021,positive regulation of membrane depolarization (GO:1904181),5/7,0.0046644034387286,0.065889598155486,0,0,10.011264080100124,53.73841660749163,MYOC;KDR;ANK3;DCN;TRPM4
GO_Biological_Process_2021,regulation of endothelial cell chemotaxis to fibroblast growth factor (GO:2000544),5/7,0.0046644034387286,0.065889598155486,0,0,10.011264080100124,53.73841660749163,FGF16;FGF18;CXCL13;FGF1;FGFR1
GO_Biological_Process_2021,regulation of microglial cell migration (GO:1904139),5/7,0.0046644034387286,0.065889598155486,0,0,10.011264080100124,53.73841660749163,P2RY12;CX3CR1;CSF1;CCL3;CX3CL1
GO_Biological_Process_2021,regulation of morphogenesis of an epithelium (GO:1905330),5/7,0.0046644034387286,0.065889598155486,0,0,10.011264080100124,53.73841660749163,CXCL10;GJA1;SIX2;FGF1;ADAMTS12
GO_Biological_Process_2021,regulation of relaxation of muscle (GO:1901077),5/7,0.0046644034387286,0.065889598155486,0,0,10.011264080100124,53.73841660749163,CAMK2D;TIFAB;SLN;DCANP1;NEUROG1
GO_Biological_Process_2021,release of sequestered calcium ion into cytosol by endoplasmic reticulum (GO:1903514),5/7,0.0046644034387286,0.065889598155486,0,0,10.011264080100124,53.73841660749163,RYR1;RYR2;CCL3;CCR5;TRDN
GO_Biological_Process_2021,type B pancreatic cell development (GO:0003323),5/7,0.0046644034387286,0.065889598155486,0,0,10.011264080100124,53.73841660749163,BMP4;CDH2;NKX6-1;DLL1;BMP5
GO_Biological_Process_2021,positive regulation of phosphatidylinositol 3-kinase activity (GO:0043552),12/28,0.0049301347473483,0.0684922025644018,0,0,3.0060180541624875,15.96913712203368,PDGFRB;P2RY12;PDGFRA;FLT1;IRS1;EPHA8;TNFAIP8L3;CCR7;NOD2;CCL19;PRKD1;PTK2
GO_Biological_Process_2021,positive regulation of synapse assembly (GO:0051965),12/28,0.0049301347473483,0.0684922025644018,0,0,3.0060180541624875,15.96913712203368,PTPRD;NLGN1;GRID2;NLGN2;CUX2;CLSTN2;SLITRK2;BDNF;NRXN1;SYNDIG1;WNT7A;EPHB3
GO_Biological_Process_2021,regulation of muscle contraction (GO:0006937),12/28,0.0049301347473483,0.0684922025644018,0,0,3.0060180541624875,15.96913712203368,CHRM2;MYLK2;CNN1;TNNT1;KCNA1;CAV1;MYL2;TNNI1;MYBPH;ATP1A2;PVALEF;MYL9
GO_Biological_Process_2021,response to ketone (GO:1901654),12/28,0.0049301347473483,0.0684922025644018,0,0,3.0060180541624875,15.96913712203368,YAP1;CATSPER1;CATSPERB;HSD3B2;CATSPERD;CAV1;SLIT3;CCR7;SLIT2;CSN1S1;CCL19;NKX3-1
GO_Biological_Process_2021,sarcomere organization (GO:0045214),12/28,0.0049301347473483,0.0684922025644018,0,0,3.0060180541624875,15.96913712203368,FHOD3;BMP10;CSRP3;CSRP2;SIX4;ACTN2;TNNT1;ANKRD1;MYOZ1;MYOZ2;MYPN;MYH6
GO_Biological_Process_2021,T cell activation involved in immune response (GO:0002286),12/28,0.0049301347473483,0.0684922025644018,0,0,3.0060180541624875,15.96913712203368,IFNA5;IFNA4;IFNA6;IFNA14;IFNB1;SLC11A1;IFNA17;IFNE;IFNA2;LILRB1;CD1C;IFNA8
GO_Biological_Process_2021,response to calcium ion (GO:0051592),33/107,0.0050640375757786,0.0701591799303623,0,0,1.7903037900517105,9.462813911458753,RYR1;RYR2;NLGN1;CAMK2D;CPNE4;CPNE6;HPCA;ALOX15;GUCA1A;ITPR3;ADCY1;KCNMB2;CHP2;KCNMB4;SYT5;FGB;SYT4;SYT3;ADGRV1;DMTN;HOMER1;SYT1;TRPC3;CAV1;WNT5A;FGG;SYT9;SYT8;SYT7;SYT6;SYT12;SYT10;KCNMA1
GO_Biological_Process_2021,positive regulation of protein tyrosine kinase activity (GO:0061098),16/42,0.0051436676490157,0.0710671669972226,0,0,2.467408093914118,13.003213275528276,NTRK2;DOCK3;NCF1;BDNF;AREG;AGT;ADRA2A;LILRA5;EREG;BTC;GRM5;EPGN;GPRC5B;RELN;ERBB3;DOK7
GO_Biological_Process_2021,negative regulation of epithelial cell migration (GO:0010633),14/35,0.0052196042342233,0.071723335567271,0,0,2.6725204883759828,14.044986978913997,ACVRL1;BMP10;PTPRR;TACSTD2;GDF2;DAB2IP;STC1;NR2F2;DCN;PTPRG;ADGRB1;SLIT2;APOE;ADAMTS9
GO_Biological_Process_2021,regulation of phosphatidylinositol 3-kinase activity (GO:0043551),14/35,0.0052196042342233,0.071723335567271,0,0,2.6725204883759828,14.044986978913997,PDGFRB;P2RY12;PDGFRA;FLT1;IRS1;EPHA8;DAB2IP;PIK3R3;NOD2;PTK2;TNFAIP8L3;CCR7;CCL19;PRKD1
GO_Biological_Process_2021,cell junction organization (GO:0034330),24/72,0.0054187279487261,0.0742571876234401,0,0,2.006036217303823,10.467284716946253,APP;C1QA;CXADR;NLGN2;CTNND2;SLC6A1;L1CAM;CLDN1;ELFN1;GRHL2;SLC8A2;SLC8A3;SDK1;GRM5;CLDN3;SNCG;APBB2;FLNC;CBLN2;SDK2;FERMT2;TJP3;RAB8B;CBLN1
