chrom,start,end,q_value,mean_difference,num_CpGs,p_mwu,p_2d_ks,mean_g1,mean_g2,log_q_value
chr12,123762674,123762690,0.00063891,0.307583,4,2.1157e-08,1.5463e-05,0.41225,0.10467,3.194560314386514
chr12,123891740,123892059,0.00072294,-0.223715,6,0.00023969,1.7749e-05,0.62171,0.84543,3.140897745236873
chr12,124438287,124438368,1.0021e-05,-0.331335,4,1.1103e-07,1.5719e-07,0.40718,0.73852,4.999088937868777
chr12,124517459,124518882,4.2551000000000004e-20,0.263589,30,4.4853e-14,9.309999999999999e-23,0.50541,0.24182,19.371090229013504
chr12,124523270,124523386,2.6893e-06,0.239241,4,1.9313e-08,3.7482e-08,0.72656,0.48732,5.570360748138446
chr12,124543348,124543669,0.035112,0.215194,4,0.0023211,0.0014599,0.42823,0.21304,1.4545444321630832
chr12,124670845,124670913,0.061053,-0.219231,4,4.671e-05,0.0027856,0.68128,0.90051,1.2142929909912545
chr12,124815228,124815320,1.071e-07,-0.295223,7,9.5679e-13,1.1457e-09,0.59475,0.88997,6.970210529168145
chr12,124997306,124997482,0.0074262,-0.281147,4,1.3365e-06,0.00024563,0.41624,0.69739,2.1292333586748016
chr12,125280575,125280649,1.8473e-07,0.245491,5,1.3505e-09,2.0697e-09,0.35348,0.10799,6.733462569765694
chr12,125683948,125684010,4.8131e-16,0.317973,8,4.3854e-14,1.6108e-18,0.35295,0.034979,15.31757511505295
chr12,125861324,125861594,4.3907e-17,0.31951,11,4.563e-14,1.2948e-19,0.60044,0.28093,16.357466235588742
chr12,126191556,126191623,0.009786,0.200711,6,4.5433e-06,0.00033591,0.32224,0.12152,2.0093947885760803
chr12,126726310,126727433,1.5255e-28,0.285833,26,4.6296e-14,1.6195000000000001e-31,0.36998,0.084149,27.816587788021575
chr12,127146156,127146215,3.1846e-11,0.301825,12,4.3299e-14,1.9239e-13,0.36729,0.065461,10.49694510923198
chr12,127455912,127456310,4.1404e-20,0.270514,22,4.0856e-14,9.0399e-23,0.37602,0.1055,19.382957700086557
chr12,128267154,128267371,2.461e-18,0.347604,11,4.1411e-14,6.3806999999999995e-21,0.41091,0.063304,17.6088883862972
chr12,128267373,128267593,3.4320000000000004e-26,0.221069,20,4.2077e-14,4.4769e-29,0.26334,0.042267,25.46445272082333
chr12,128267995,128268040,0.00047486,0.28293,5,3.0038e-10,1.1116e-05,0.37542,0.092494,3.3234344118265193
chr12,129904007,129904099,1.0056e-08,0.253031,6,4.0079e-14,8.9385e-11,0.30192,0.048889,7.9975747353220985
chr12,129904356,129904380,1.5358e-14,0.407151,8,4.2522e-14,6.0953e-17,0.5538,0.14665,13.81366533674705
chr12,129904383,129904403,0.0016727,0.206767,4,2.2898e-05,4.5531e-05,0.30183,0.09506,2.7765819430947056
chr12,130163452,130164600,6.9342e-275,0.269203,58,5.54e-14,4.5840999999999996e-66,0.38403,0.11482,274.1590036363393
chr12,130453534,130453641,0.018185,-0.223269,4,1.0246e-06,0.0006833,0.67094,0.8942,1.7402866946092692
chr12,130933575,130933631,9.1634e-11,-0.443881,4,1.482e-12,5.9597e-13,0.29506,0.73894,10.0379433552334
chr12,131699616,131699681,0.0035838,-0.29118,4,2.0333e-06,0.00010753,0.57383,0.86501,2.4456562348692845
chr12,131808897,131809170,4.1284e-29,0.311458,18,4.2744e-14,4.2300000000000004e-32,0.73637,0.42491,28.384218230620974
chr12,131851220,131851572,3.2258e-06,-0.238115,18,2.316e-10,4.5817e-08,0.56911,0.80722,5.491362562424105
chr12,131852181,131852473,7.063700000000001e-19,-0.486315,9,4.3077e-14,1.735e-21,0.26452,0.75083,18.150967753812036
chr12,131852485,131853182,1.8138e-13,-0.255962,10,4.2522e-14,8.2138e-16,0.092404,0.34837,12.74141060243854
chr12,131855425,131856086,7.1468e-14,0.211611,14,4.5297e-14,3.0861e-16,0.86675,0.65514,13.14588837126552
chr12,131951125,131951346,0.052695,-0.217973,4,0.0007756,0.002343,0.63671,0.85468,1.278230591152293
chr12,132162496,132163124,1.5155e-17,-0.309679,11,4.3632e-14,4.2834e-20,0.14814,0.45782,16.81944405929636
chr12,132169469,132169641,0.048324,-0.209009,5,0.0016578,0.0021131,0.50806,0.71707,1.3158371243449436
chr12,132178847,132178909,0.0079002,-0.229767,4,0.00014282,0.00026365,0.3958,0.62556,2.1023619140517207
chr12,132285220,132285254,0.0073473,-0.211443,4,4.9717e-06,0.00024268,0.2828,0.49425,2.1338722269741055
chr12,132328964,132329127,5.2143e-14,0.224919,16,4.0301e-14,2.207e-16,0.39396,0.16904,13.282803985711517
chr12,132396147,132396237,6.9252e-05,-0.238518,7,1.6064e-05,1.3193e-06,0.52778,0.76629,4.159567679643713
chr12,132399381,132399680,0.012066,-0.239075,4,3.0973e-05,0.00042624,0.58241,0.82149,1.9184366790196143
chr12,132416504,132416606,0.0044901,-0.278234,6,1.3454e-05,0.00013838,0.60773,0.88596,2.3477439866214933
chr12,132478906,132479411,0.031619,-0.206753,7,0.00042193,0.0012924,0.56529,0.77204,1.500051869424349
chr12,132494978,132495730,3.5026e-08,-0.281603,13,5.4737e-07,3.4057e-10,0.5934,0.875,7.455609456662252
chr12,132543858,132544089,2.1599e-06,-0.293999,6,2.3797e-11,2.9519e-08,0.58818,0.88218,5.66556635554052
chr12,132558302,132558876,2.0715e-30,-0.391593,12,3.7081e-14,1.926e-33,0.074349,0.46594,29.68371506236569
chr12,132562484,132562697,0.00045001,-0.209137,9,9.6112e-06,1.0462e-05,0.68949,0.89863,3.346777835343401
chr12,132618703,132618930,6.1442e-15,0.234341,20,4.1855e-14,2.3462e-17,0.33759,0.10325,14.211534656016472
chr12,132904875,132904931,2.2607e-17,0.25992,11,4.2966e-14,6.4783e-20,0.27056,0.010644,16.64575706569045
chr12,132977101,132977128,0.00017137,0.231985,4,1.048e-07,3.5736e-06,0.57005,0.33806,3.7660652032693154
chr13,18600071,18600158,1.1725e-12,0.260685,10,4.4631e-14,5.871e-15,0.77122,0.51053,11.930887148612879
chr13,18874876,18875113,1.294e-09,0.293037,10,4.2077e-14,9.9841e-12,0.67147,0.37843,8.888065723667319
chr13,19565039,19565113,8.7482e-07,0.25115,8,1.5214e-07,1.1058e-08,0.4534,0.20225,6.058081296747399
chr13,20142183,20142861,2.5907000000000003e-24,0.213992,49,4.1411e-14,3.8828e-27,0.41755,0.20356,23.58658287489063
chr13,20394715,20394830,1.1057e-05,0.211494,8,1.2179e-13,1.7503e-07,0.70287,0.49137,4.956362690407429
chr13,20420199,20420322,8.3123e-09,-0.431473,7,4.1522e-14,7.294e-11,0.48596,0.91743,8.080278791005087
chr13,20721554,20721589,2.5599e-08,0.25753,6,1.1475e-07,2.434e-10,0.46474,0.20721,7.591776999647699
chr13,20943127,20943327,1.5199e-12,-0.487789,9,3.9857e-14,7.7059e-15,0.3589,0.84668,11.818184985000526
chr13,21076646,21076789,0.0017561,-0.227292,4,2.5015e-06,4.809e-05,0.71817,0.94546,2.7554507571021056
chr13,21326129,21326418,0.0,0.477624,19,4.3188e-14,8.452400000000001e-54,0.6722,0.19457,inf
chr13,22926676,22926926,5.0456e-10,0.303129,8,7.5384e-14,3.6492e-12,0.419,0.11587,9.297087182014737
chr13,24224091,24224554,0.00025969,0.219476,6,0.00024239,5.673e-06,0.4697,0.25022,3.585544773622279
chr13,24745682,24745783,2.2627e-06,0.201805,10,6.2246e-11,3.1044e-08,0.37351,0.17171,5.645373023147051
chr13,25170564,25170932,1.6628999999999999e-28,0.269555,32,4.3299e-14,1.773e-31,0.37428,0.10473,27.779133866687875
chr13,25172270,25172448,0.0001368,0.225424,5,3.4869e-08,2.7901e-06,0.71791,0.49249,3.8639139026159026
chr13,25300855,25301009,1.8263e-09,0.30532,9,4.4298e-14,1.4433e-11,0.78034,0.47502,8.738427880885522
chr13,25372578,25372760,1.3421e-07,0.228923,11,4.1855e-14,1.4636e-09,0.28743,0.05851,6.872215123637829
chr13,25468569,25468639,6.0326e-12,0.259751,11,4.2633e-14,3.3221e-14,0.3417,0.081946,11.219495470233394
chr13,25469103,25469202,4.2508e-13,0.31597,10,4.1966e-14,2.0145e-15,0.42146,0.10549,12.371529328093263
chr13,26051319,26051349,0.005108,0.253851,4,8.8067e-08,0.00016059,0.31788,0.064034,2.291749111408622
chr13,26721685,26721883,5.1149e-16,-0.206157,11,4.5297e-14,1.7189e-18,0.058382,0.26454,15.291162852640525
chr13,26742975,26743125,1.2754e-07,0.256127,8,4.1678e-13,1.3834e-09,0.71339,0.45726,6.894353587348764
chr13,27776100,27776269,2.4527e-05,0.24077,6,2.5299e-08,4.2149e-07,0.52582,0.28505,4.610355568920521
chr13,27792666,27794016,0.0,0.206318,62,5.6954e-14,2.2475000000000002e-45,0.29263,0.086313,inf
chr13,27795023,27795079,1.2542e-06,0.314232,4,3.9872e-10,1.6381e-08,0.47391,0.15967,5.901633203560669
chr13,27928604,27929181,2.9137e-23,0.226683,31,4.3854e-14,4.7712e-26,0.30104,0.074353,22.535555166036072
chr13,27964397,27964859,0.0039599,0.214632,4,4.9717e-06,0.00012012,0.68641,0.47178,2.402315781245334
chr13,27980104,27980856,9.97e-29,0.30491,22,4.9738e-14,1.0423e-31,0.42884,0.12393,28.001304841688345
chr13,29503205,29503232,1.8189e-05,0.340347,4,1.2458e-07,3.0267e-07,0.60323,0.26288,4.740191177045371
chr13,30906268,30906282,2.741e-08,0.38167,4,2.9776e-13,2.6252e-10,0.60923,0.22756,7.562090964460501
chr13,33110993,33111023,5.58e-10,0.395376,4,1.0036e-13,4.0718e-12,0.68005,0.28468,9.25336580106242
chr13,34943171,34943236,1.1063e-12,0.2118,8,4.6851e-14,5.5317e-15,0.2235,0.011701,11.956127087608575
chr13,36430478,36430521,0.00047719,0.256741,4,0.00058115,1.1175e-05,0.31301,0.056273,3.321308665987287
chr13,36879229,36879503,2.6368e-07,-0.202727,16,0.00021591,3.0523e-09,0.67445,0.87718,6.578922809982978
chr13,38687768,38687964,7.739e-11,0.258704,13,4.0079e-14,4.967e-13,0.33266,0.073958,10.111315153340302
chr13,40172272,40172301,5.9197e-07,0.253081,6,1.0834e-11,7.2894e-09,0.31767,0.064591,6.227700302001051
chr13,42271463,42271591,0.082235,0.206966,6,2.0629e-05,0.0039706,0.34312,0.13616,1.0849433032420681
chr13,42574228,42574299,2.7014e-10,0.208686,7,4.0634e-14,1.8721e-12,0.23955,0.030862,9.568411104472005
chr13,44373506,44373706,7.8123e-16,0.219249,20,4.1744e-14,2.6724e-18,0.32297,0.10372,15.107221087728917
chr13,44374275,44374293,0.00010203,0.245089,4,3.0973e-05,2.0155e-06,0.36722,0.12213,3.9912721133476152
chr13,46386791,46386845,2.8059e-06,0.228758,4,6.1651e-10,3.9335e-08,0.27185,0.043094,5.551927810934913
chr13,46438177,46438246,1.2467e-16,0.206196,8,4.3632e-14,3.8523e-19,0.90721,0.70102,15.9042380405225
chr13,48318246,48319304,1.6736e-26,0.202746,26,4.3521e-14,2.1328e-29,0.68176,0.47902,25.77634833281282
chr13,49219464,49219942,0.014169,0.226334,4,8.5131e-05,0.00051256,0.46633,0.24,1.8486607997036377
chr13,49220534,49221471,0.0,0.321479,42,2.9199e-14,9.8387e-51,0.48,0.15852,inf
chr13,50129892,50129963,2.0975e-06,0.231111,4,5.0451e-08,2.8588e-08,0.24921,0.018095,5.6782980304992625
chr13,50133554,50133685,1.8531e-16,0.404517,9,4.452e-14,5.8788e-19,0.74379,0.33928,15.732101143942645
chr13,50843472,50843718,1.3411e-16,0.424445,10,3.9524e-14,4.1658000000000005e-19,0.49222,0.067771,15.872538837488463
chr13,52846920,52847008,3.3598e-15,0.308141,15,4.0967e-14,1.2363e-17,0.42859,0.12044,14.473686574241576
chr13,52847220,52847613,0.0,0.322503,52,4.4187e-14,1.7886e-60,0.42401,0.1015,inf
chr13,52847615,52848309,6.478500000000001e-19,0.226591,34,4.1522e-14,1.5852999999999999e-21,0.36863,0.14204,18.18852553689682
chr13,53200852,53201215,0.0,0.410427,30,4.4853e-14,8.3019e-55,0.52052,0.11009,inf
chr13,53201312,53201561,1.7649e-15,0.349523,13,4.0745e-14,6.2945e-18,0.63305,0.28353,14.753279896892892
chr13,57629878,57629915,9.9758e-09,0.205407,7,4.0745e-14,8.856e-11,0.26625,0.060839,8.001052266402716
chr13,57632616,57633745,3.0312e-38,0.249826,61,3.0309e-14,1.6335000000000002e-41,0.36298,0.11315,37.518385407733064
chr13,74575788,74575847,3.6587000000000004e-27,0.260721,13,3.908e-14,4.4511e-30,0.27405,0.013333,26.436673199610414
chr13,80654704,80655243,2.8001e-37,0.375601,20,5.0515e-14,1.5866999999999999e-40,0.75306,0.37746,36.552826458417535
chr13,83879694,83880177,1.9912e-14,0.25179,21,3.9968e-14,8.0088e-17,0.35824,0.10645,13.700885116399464
chr13,87677362,87677433,3.0033e-06,0.315408,6,1.0912e-06,4.238e-08,0.57009,0.25468,5.522401283905882
chr13,94701789,94701822,3.0902e-07,0.319788,4,1.125e-10,3.6151e-09,0.69882,0.37903,6.51001341180962
chr13,94702569,94702971,2.0324e-11,0.210953,21,4.4853e-14,1.193e-13,0.29854,0.087591,10.691990813761741
chr13,99971978,99972072,1.9934e-17,0.30982,12,4.2411e-14,5.6801e-20,0.4537,0.14388,16.70040554607508
chr13,101416015,101416071,1.515e-14,0.323216,9,3.9635e-14,6.0059e-17,0.3921,0.068883,13.819587367161676
chr13,101916814,101916868,3.7443e-12,0.353729,8,4.6296e-14,2.0074e-14,0.43679,0.083057,11.426629362090726
chr13,102772185,102772643,7.3913e-07,-0.282993,15,9.1704e-14,9.2347e-09,0.63338,0.91638,6.131279170106736
chr13,102774415,102774455,0.00013024,-0.360487,4,2.3172e-08,2.6414e-06,0.48586,0.84635,3.885255612454874
chr13,106493210,106493377,8.2895e-06,-0.209884,10,2.3054e-05,1.2782e-07,0.45993,0.66981,5.081471664116757
chr13,107866605,107867218,1.0364e-23,0.226132,27,4.1522e-14,1.6276e-26,0.26577,0.039633,22.984472595686213
chr13,107868657,107868682,4.2184e-08,0.415026,4,5.9286e-14,4.1651e-10,0.47232,0.057292,7.374852241676592
chr13,109140481,109141227,0.0,0.303573,68,3.1863e-14,6.3505e-88,0.4399,0.13633,inf
chr13,109731933,109731987,1.8297e-06,-0.320485,5,1.637e-11,2.4655e-08,0.30075,0.62124,5.737620111922636
chr13,109784449,109784503,1.1998e-11,0.212304,11,6.6946e-14,6.8794e-14,0.64222,0.42992,10.920891142398563
chr13,109869813,109869865,0.0023059,0.222423,4,2.1343e-05,6.5374e-05,0.6289,0.40647,2.637159530688275
chr13,110307752,110307799,2.5854e-10,0.202723,12,3.9413e-14,1.7832e-12,0.27822,0.075501,9.587472255527988
chr13,110562480,110562549,1.7022e-08,-0.212911,5,2.2019e-09,1.5685e-10,0.20322,0.41613,7.7689894138205045
chr13,110645020,110645289,2.6439e-08,0.253285,11,3.9869e-10,2.5218e-10,0.46383,0.21054,7.577754975158218
chr13,110812390,110812835,1.0462e-15,0.240934,21,4.2299e-14,3.6368e-18,0.41152,0.17058,14.980385284308582
chr13,111972505,111972561,3.6594e-15,0.237583,6,4.3077e-14,1.3508e-17,0.88756,0.64998,14.436590116258655
chr13,111973676,111973767,3.6002e-07,0.22625,4,1.5894e-10,4.2583e-09,0.82431,0.59806,6.443673372431679
chr13,112053459,112054013,2.7325e-17,0.200897,27,4.5963e-14,7.9125e-20,0.25017,0.049277,16.56343982937826
chr13,112055962,112055999,9.9392e-08,0.259991,9,4.2633e-14,1.0552e-09,0.33653,0.076542,7.002648570287555
chr13,112061061,112061086,0.0090671,0.205518,4,0.00091967,0.00030819,0.28277,0.077254,2.042531594459911
chr13,112066644,112066848,4.775800000000001e-25,0.225014,14,5.1625e-14,6.7048e-28,0.24622,0.02121,24.32095386879558
chr13,112067019,112067368,1.4039000000000001e-30,0.33482,19,4.0079e-14,1.2956000000000001e-33,0.38776,0.052937,29.852663825963262
chr13,112067972,112068253,3.0262e-22,0.277964,22,4.1411e-14,5.431500000000001e-25,0.34818,0.070216,21.51910237306561
chr13,112068833,112069027,5.5209e-14,0.259965,11,4.1744e-14,2.3457e-16,0.32146,0.061495,13.257990119159718
chr13,112104521,112105687,1.3767e-144,0.225649,55,4.3743e-14,7.4092e-49,0.2988,0.073154,143.86116068758568
chr13,112330956,112330971,2.246e-05,0.254095,4,6.7047e-06,3.8207e-07,0.3933,0.1392,4.648590248074561
chr13,112331270,112331312,0.0011015,0.217385,4,5.4952e-06,2.8436e-05,0.53465,0.31726,2.9580154985132134
chr13,112331947,112331992,1.0572e-09,0.307795,7,4.2522e-14,8.0571e-12,0.5536,0.24581,8.975842845540328
chr13,112769397,112769573,0.0017514,-0.218868,4,1.3595e-05,4.7941e-05,0.60909,0.82795,2.756614654628342
chr13,112874232,112874270,3.1453e-14,0.565529,4,4.5186e-14,1.2949e-16,0.78581,0.22028,13.502337925057855
chr13,113052302,113052368,1.7228e-06,-0.376002,4,2.1157e-08,2.3071e-08,0.45044,0.82645,5.763765136909438
chr13,113109635,113109998,7.0396e-24,0.260124,29,4.6296e-14,1.0811e-26,0.44925,0.18912,23.15245201738177
chr13,113130143,113130217,9.1431e-10,0.264921,8,5.6488e-13,6.9002e-12,0.4603,0.19538,9.038906530236403
chr13,113152995,113153082,1.7037e-05,0.211203,9,4.5039e-09,2.8138e-07,0.33147,0.12027,4.768606876596879
chr13,113153217,113153424,0.00023993,0.223384,9,2.1371e-08,5.2023e-06,0.38933,0.16595,3.6199154459884704
chr13,113321905,113322049,3.351e-06,-0.36896,5,5.8987e-10,4.7734e-08,0.58182,0.95078,5.474825572164728
chr13,113328003,113328248,8.5076e-17,-0.500697,8,4.1966e-14,2.5875e-19,0.2319,0.7326,16.07019293741958
chr13,113364862,113364930,0.021909,0.20829,4,2.2368e-05,0.00084684,0.6186,0.41031,1.6593774446388874
chr13,113407438,113407496,0.00013962,-0.210489,4,4.0688e-07,2.8543e-06,0.23859,0.44908,3.8550523663296263
chr13,113410219,113410256,0.0011967,-0.336562,4,1.4608e-05,3.1193e-05,0.55357,0.89013,2.922014708970498
chr13,113489612,113489752,1.0401e-06,-0.242746,8,4.5735e-11,1.334e-08,0.38211,0.62485,5.982924903623941
chr13,113607669,113607840,1.524e-10,-0.373504,4,7.2118e-12,1.0166e-12,0.17746,0.55096,9.817015032996418
chr13,113668560,113668735,0.038037,-0.228394,6,0.0027068,0.0016002,0.63399,0.86239,1.419793743438723
chr13,113747399,113747428,0.098787,-0.210944,4,0.007075,0.0049537,0.50396,0.71491,1.0053002031829528
chr13,113930931,113931137,1.5311e-05,-0.312635,6,1.6397e-11,2.5036e-07,0.458,0.77064,4.8149964435081944
chr13,114025860,114026052,3.8422e-11,-0.49839,5,2.0051e-13,2.3469e-13,0.37901,0.8774,10.415420032333335
chr13,114043609,114043668,8.9614e-05,-0.260096,4,1.2579e-08,1.7471e-06,0.21718,0.47728,4.047624137125972
chr13,114055745,114056505,2.3312e-16,-0.405868,14,4.1744e-14,7.4874e-19,0.49552,0.90138,15.632420465574086
chr13,114097638,114097739,0.00021092,-0.266055,6,2.2041e-07,4.5086e-06,0.63751,0.90356,3.6758822373405735
chr13,114134575,114134661,0.00048666,0.271294,5,4.0464e-07,1.1427e-05,0.8337,0.5624,3.312774348215452
chr13,114152869,114153050,2.8375e-13,-0.460375,8,4.2633e-14,1.3145e-15,0.40391,0.86428,12.547064129798821
chr14,19098115,19098144,1.1357e-05,0.217936,4,1.0826e-09,1.8032e-07,0.82095,0.60301,4.944736374215816
chr14,20457015,20457091,6.178e-05,-0.253959,4,1.607e-05,1.1633e-06,0.37902,0.63298,4.209152096034568
chr14,20601527,20601668,3.5689e-07,-0.310295,7,1.2154e-08,4.218e-09,0.40497,0.71526,6.447465620734905
chr14,20626144,20626173,2.2922e-05,0.234034,4,4.7777e-05,3.9105e-07,0.41629,0.18226,4.639747491806329
chr14,20828084,20828176,0.23773,-0.205587,4,0.0010484,0.014426,0.69628,0.90187,0.6239160096376385
chr14,20934396,20934458,2.1906e-08,0.283349,4,4.5075e-14,2.0514e-10,0.87785,0.59451,7.659436916666629
chr14,21025700,21025961,0.002169,0.237181,6,6.6084e-09,6.1022e-05,0.31374,0.076563,2.663740447985807
chr14,22887139,22887164,3.8382e-06,0.26158,4,2.5345e-07,5.5305e-08,0.3427,0.08112,5.415872398898793
chr14,23469198,23469252,6.8587e-14,0.413107,6,4.1855e-14,2.9537e-16,0.57636,0.16326,13.163758192795973
chr14,23575951,23576033,1.9114e-18,0.321127,15,4.8184e-14,4.9202999999999996e-21,0.73363,0.4125,17.718648418327263
chr14,24081929,24081964,2.9821e-05,0.248893,4,3.85e-07,5.2371e-07,0.70175,0.45286,4.525477797261289
chr14,24132360,24132585,3.7106e-10,0.310136,9,4.4853e-14,2.6287e-12,0.64222,0.33209,9.430555859759476
chr14,24171710,24172748,6.9342e-275,0.439065,33,5.0959e-14,1.5421e-67,0.49169,0.052627,274.1590036363393
chr14,26204973,26205019,3.3131e-12,0.413247,7,4.3743e-14,1.7586e-14,0.53485,0.1216,11.479765455517748
chr14,26596914,26597367,2.2492e-11,0.289575,8,4.2188e-14,1.3302e-13,0.34323,0.053654,10.647971925162635
chr14,28264456,28264569,4.2548000000000006e-19,0.261456,16,4.5297e-14,1.0233999999999999e-21,0.71164,0.45018,18.37112084943081
chr14,28766542,28766590,5.967e-15,0.318581,11,4.0523e-14,2.2744e-17,0.42245,0.10387,14.224243962155901
chr14,28766800,28767206,2.1745e-26,0.264632,20,4.4631e-14,2.7963e-29,0.3301,0.065468,25.662640587998645
chr14,28768056,28768374,2.3251e-27,0.303729,22,5.0515e-14,2.7372e-30,0.43885,0.13512,26.633558363843168
chr14,29928147,29928177,1.7332e-05,0.210084,4,2.7477e-10,2.8702e-07,0.26564,0.055557,4.761151319637663
chr14,35369813,35370166,2.0248e-20,0.469915,10,4.7851e-14,4.3132e-23,0.73316,0.26324,19.693617867849802
chr14,36508413,36508455,6.0539e-11,0.302359,9,4.1744e-14,3.8353e-13,0.39891,0.096552,10.217964757116954
chr14,36517615,36518287,1.2369e-35,0.212706,51,4.2077e-14,8.0103e-39,0.28695,0.07424,34.90766541047898
chr14,36580834,36580859,6.7325e-08,0.356958,4,1.9595e-13,6.909e-10,0.43022,0.073259,7.171823637916452
chr14,36581151,36581256,4.3388e-16,0.208159,11,4.0634e-14,1.444e-18,0.23778,0.029618,15.362630368515235
chr14,36655012,36655053,2.8199e-05,0.25028,4,1.8581e-07,4.9242e-07,0.3769,0.12661,4.549766292467247
chr14,36662966,36663003,8.5869e-09,0.425424,4,4.9294e-14,7.5569e-11,0.53806,0.11263,8.066163594711744
chr14,36667051,36667105,5.7226e-17,0.40888,8,4.1855e-14,1.7193000000000002e-19,0.51442,0.10554,16.242406609475832
chr14,36676434,36676462,0.00018243,0.254953,4,5.3559e-07,3.8353e-06,0.52523,0.27028,3.7389037418676665
chr14,37172533,37172695,1.1275e-17,0.298753,13,4.5186e-14,3.1214e-20,0.33654,0.03779,16.947883449450003
chr14,37197888,37197917,5.7282e-10,0.308603,5,4.563e-14,4.1879e-12,0.33922,0.030614,9.241981827051454
chr14,37198040,37198134,5.7258e-14,0.275819,10,4.4298e-14,2.438e-16,0.30863,0.032815,13.24216382578933
chr14,37583701,37583744,4.4835e-07,0.331643,4,3.5897e-12,5.3871e-09,0.43481,0.10317,6.348382825905038
chr14,37584384,37584404,9.0692e-13,0.400039,6,4.5519e-14,4.4762e-15,0.48684,0.086803,12.042431020647603
chr14,37591803,37592098,6.9075e-28,0.235288,27,4.5852e-14,7.7644e-31,0.28812,0.052829,27.16067910641145
chr14,37598290,37598759,8.4357e-35,0.269945,31,3.8525e-14,5.697099999999999e-38,0.33376,0.06382,34.07387887353441
chr14,37602068,37602187,9.3602e-22,0.400885,12,3.8525e-14,1.7622e-24,0.55476,0.15388,21.028714871564414
chr14,37611102,37611490,1.6338e-102,0.349505,41,4.9849e-14,1.2264999999999999e-60,0.52169,0.17218,101.78680110827639
chr14,37622273,37622358,3.9171e-18,0.327466,13,3.8636e-14,1.0373e-20,0.38518,0.057719,17.40703534116752
chr14,38210158,38210513,1.3368e-08,0.332705,7,4.2966e-14,1.217e-10,0.50451,0.17181,7.873933563114665
chr14,41605393,41605465,3.7314e-06,0.222134,5,5.0415e-11,5.3646e-08,0.26812,0.04599,5.428128192802833
chr14,44912333,44912556,3.9747e-18,0.258674,25,4.019e-14,1.0544000000000001e-20,0.47071,0.21204,17.40069564518647
chr14,50056664,50056757,0.0098508,-0.238706,5,0.00061638,0.00033866,0.64227,0.88098,2.006528498286426
chr14,50785341,50785780,0.00062267,0.221286,4,1.6071e-06,1.5028e-05,0.84879,0.62751,3.2057420579148843
chr14,53946559,53947015,6.5591e-31,0.239853,33,4.2744e-14,5.8254000000000004e-34,0.29331,0.053453,30.183155747796377
chr14,54767020,54767220,9.4703e-06,0.290527,4,2.7477e-10,1.4772e-07,0.65702,0.3665,5.023636263205711
chr14,55240983,55241076,2.7702e-18,0.281848,9,4.2633e-14,7.2337e-21,0.86059,0.57875,17.557488875065214
chr14,55440494,55440620,4.8988e-15,0.249686,15,4.6518e-14,1.8423e-17,0.45715,0.20746,14.309910290829324
chr14,56794355,56795494,4.2901e-25,0.237267,28,4.5852e-14,6.0031e-28,0.30665,0.069382,24.367532584518766
chr14,56797573,56797724,1.3386e-15,0.371426,8,4.4631e-14,4.6936e-18,0.46138,0.089954,14.873349179332518
chr14,56798001,56799129,0.0,0.211853,60,3.3085e-14,8.5747e-51,0.27068,0.058831,inf
chr14,56805424,56805525,7.8665e-05,0.202948,6,1.6446e-08,1.5176e-06,0.29101,0.088064,4.104218453001304
chr14,56807888,56807909,1.2679e-16,0.444664,7,4.1855e-14,3.9296000000000003e-19,0.55706,0.1124,15.896914998158385
chr14,56808288,56809561,0.0,0.242266,54,3.3751e-14,3.361e-45,0.31699,0.074727,inf
chr14,56811610,56812079,0.00012789,0.216766,7,3.1413e-10,2.5888e-06,0.30961,0.092839,3.8931634126332053
chr14,56816780,56817347,2.5926e-14,0.241097,16,4.2077e-14,1.0566e-16,0.28347,0.04237,13.586264483305126
chr14,56817540,56817600,0.0001414,0.319333,4,3.367e-09,2.8952e-06,0.39681,0.077475,3.8495505905391196
chr14,57865609,57866011,0.0,0.347364,29,4.0967e-14,4.4760000000000005e-46,0.41829,0.070922,inf
chr14,57866379,57866445,0.0015254,0.225308,5,0.00048603,4.1056e-05,0.41123,0.18592,2.8166162579473046
chr14,59464005,59464229,0.00011545,0.23834,10,9.5288e-11,2.3116e-06,0.73029,0.49195,3.937606062746805
chr14,59920102,59920167,0.049355,0.206579,4,6.9844e-05,0.0021675,0.36023,0.15365,1.3066688437559801
chr14,60509934,60510005,4.6172e-09,0.232308,8,3.3618e-13,3.8669e-11,0.34259,0.11028,8.335621313013261
chr14,60647641,60648017,5.2658e-08,0.213708,10,5.248e-12,5.287e-10,0.32801,0.11431,7.27853563982658
chr14,61280098,61280177,4.5445e-11,0.266657,9,4.5186e-14,2.8074e-13,0.6071,0.34045,10.342513892240941
chr14,61280188,61280359,1.0441e-27,0.391486,12,3.6748e-14,1.1954e-30,0.51367,0.12218,26.98125790423762
chr14,61280395,61280475,5.5041e-08,0.217217,6,8.5598e-14,5.553e-10,0.29027,0.073048,7.25931368431948
chr14,64541138,64541243,1.0135e-06,0.240044,4,1.7555e-07,1.297e-08,0.77697,0.53693,5.994176246970973
chr14,64542242,64542406,2.199e-16,0.229426,15,4.2633e-14,7.0392e-19,0.30766,0.078232,15.65777477063921
chr14,64601807,64601883,1.1506e-05,0.226735,6,4.1802e-11,1.8285e-07,0.62674,0.40001,4.939075630310519
