Gene_set,Group,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2021,,cell junction maintenance (GO:0034331),06岿 14老,0.043796005,0.26137663,0,0,3.003004507,9.39403677,NLGN2;CLDN3;CLDN1;CBLN2;CD177;CBLN1
GO_Biological_Process_2021,,immune response-regulating cell surface receptor signaling pathway (GO:0002768),06岿 14老,0.043796005,0.26137663,0,0,3.003004507,9.39403677,PIGR;BTLA;LILRB1;LILRB2;CD24;HLA-G
GO_Biological_Process_2021,,manganese ion transport (GO:0006828),06岿 14老,0.043796005,0.26137663,0,0,3.003004507,9.39403677,TRPC6;TRPC3;TRPC4;SLC11A1;ATP2C2;SLC30A10
GO_Biological_Process_2021,,negative regulation of cartilage development (GO:0061037),06岿 14老,0.043796005,0.26137663,0,0,3.003004507,9.39403677,GREM1;EFEMP1;WNT9A;ADAMTS12;GDF5;NKX3-2
GO_Biological_Process_2021,,negative regulation of coagulation (GO:0050819),06岿 14老,0.043796005,0.26137663,0,0,3.003004507,9.39403677,THBD;SERPINE2;SERPINE1;HS3ST5;APOE;ADTRP
GO_Biological_Process_2021,,negative regulation of fibroblast growth factor receptor signaling pathway (GO:0040037),06岿 14老,0.043796005,0.26137663,0,0,3.003004507,9.39403677,GPC1;SPRY4;SPRY1;SHISA2;SULF1;SULF2
GO_Biological_Process_2021,,neuron fate commitment (GO:0048663),06岿 14老,0.043796005,0.26137663,0,0,3.003004507,9.39403677,ISL2;SHH;MYT1L;FOXN4;POU4F1;DLL1
GO_Biological_Process_2021,,secondary palate development (GO:0062009),06岿 14老,0.043796005,0.26137663,0,0,3.003004507,9.39403677,WNT3A;LEF1;WNT5A;WNT8A;WNT7A;LRRC32
GO_Biological_Process_2021,,steroid catabolic process (GO:0006706),06岿 14老,0.043796005,0.26137663,0,0,3.003004507,9.39403677,HSD11B1;CYP1A2;SPP1;HSD17B14;CYP19A1;FGF23
GO_Biological_Process_2021,,T-helper cell differentiation (GO:0042093),06岿 14老,0.043796005,0.26137663,0,0,3.003004507,9.39403677,IL6;TMEM98;LEF1;RORC;IL12B;ZFPM1
GO_Biological_Process_2021,,thymus development (GO:0048538),06岿 14老,0.043796005,0.26137663,0,0,3.003004507,9.39403677,SHH;FOXE1;SIX1;HES1;FGF10;EPHB3
GO_Biological_Process_2021,,positive regulation of cytokine production (GO:0001819),80/335,0.044730166,0.266636201,0,0,1.260104042,3.915278282,APP;ITK;ORM1;CSF2;IL26;IL23R;CD80;FLT4;SERPINE1;IL27;ORM2;TNF;C1QTNF4;CYP1B1;IL12B;FFAR3;FFAR2;CCR7;IL10;ZBP1;CCBE1;IL1R1;SLC11A1;NFAM1;ADIPOQ;WNT5A;MMP8;HLA-G;ADRA2A;EREG;TMIGD2;IFNG;KLRF2;CHI3L1;TRIM15;TLR7;LTB;TLR5;ZFPM1;EBI3;HMHB1;TWIST1;NOD2;LY9;LILRA5;IFNL1;HMOX1;SLAMF6;CCL1;CD14;CCL19;DRD2;ELANE;EGR1;IL33;CADM1;GDF2;NR1H4;LILRB1;PRG3;LILRB2;SULF1;ALOX15B;SCIMP;AGT;SULF2;CD2;IL6;CD40LG;NLRP10;IL7;CLEC6A;LEP;CD28;SAA1;NOX5;IL17F;IL17D;NOX1;CRLF2
GO_Biological_Process_2021,,positive regulation of epithelial cell migration (GO:0010634),26/94,0.045577916,0.271048854,0,0,1.532875455,4.734028303,FOXC2;NRP2;BMPR2;FLT4;ITGB3;FGF1;FUT1;EPB41L4B;RAB25;ATOH8;KDR;ENPP2;PLCG1;SASH1;ANXA3;WNT5A;PROX1;AGT;BMP4;VIL1;SMOC2;IFNG;PRKD1;RIN2;BCAR1;FGF10
GO_Biological_Process_2021,,regulation of kinase activity (GO:0043549),26/94,0.045577916,0.271048854,0,0,1.532875455,4.734028303,ALK;FLT1;EPHA10;FLT4;EGFR;IGF1R;ERBB3;ERBB4;KDR;ROS1;EPHB3;PDGFRB;NTRK1;PDGFRA;NTRK2;EPHA7;MUSK;EPHA8;NTRK3;INSRR;ROR1;ROR2;MET;FGFR2;EPHA2;FGFR1
GO_Biological_Process_2021,,regulation of cell adhesion (GO:0030155),35/133,0.046230323,0.274604853,0,0,1.432354531,4.403228779,SEMA5A;ACVRL1;ADAMDEC1;CXCL8;ARHGDIG;CHRD;C2CD4A;CXCR4;FBLN1;C2CD4B;TNF;FUT1;DLL1;EPB41L4B;NUAK1;IBSP;ERBB3;PLXNA2;IL12B;CCR7;PRSS2;PLXNA4;TGM2;EPHB3;EPHA7;EPHA8;TNFRSF18;GPR4;DUSP26;PTK2;CXCL12;PLXNB3;SAA1;ADAM8;EPHA2
GO_Biological_Process_2021,,fat-soluble vitamin metabolic process (GO:0006775),09岿 25老,0.046667844,0.274936842,0,0,2.252818842,6.904213724,CYP11A1;TTPA;CYP4F2;ALDH1A2;RBP1;CYP1A1;LRAT;CYP4F12;RPE65
GO_Biological_Process_2021,,negative regulation of ion transport (GO:0043271),09岿 25老,0.046667844,0.274936842,0,0,2.252818842,6.904213724,ACTN2;WNK2;WNK3;STC1;HTR1B;LILRB1;LILRB2;VIP;ADRA2A
GO_Biological_Process_2021,,peripheral nervous system development (GO:0007422),09岿 25老,0.046667844,0.274936842,0,0,2.252818842,6.904213724,ERBB3;GDNF;BDNF;ARTN;GPC1;ADGRG6;ADGRB1;ASIC2;GFRA3
GO_Biological_Process_2021,,regulation of calcium ion import (GO:0090279),09岿 25老,0.046667844,0.274936842,0,0,2.252818842,6.904213724,PDGFRB;CXCL12;PLPP4;SLN;SEMG1;WNK3;CCL3;STC1;CCL2
GO_Biological_Process_2021,,regulation of protein processing (GO:0070613),09岿 25老,0.046667844,0.274936842,0,0,2.252818842,6.904213724,CCBE1;SERPINE2;ANGPTL8;ACP4;GAS1;ADAM8;TNP2;USP17L2;NKD2
GO_Biological_Process_2021,,response to dsRNA (GO:0043331),09岿 25老,0.046667844,0.274936842,0,0,2.252818842,6.904213724,IFNA5;IFNA4;IFNA6;IFNA14;IFNB1;IFNA17;IFNE;IFNA2;IFNA8
GO_Biological_Process_2021,,ventricular cardiac muscle tissue development (GO:0003229),09岿 25老,0.046667844,0.274936842,0,0,2.252818842,6.904213724,BMP10;MYL2;TNNI3;DSG2;PROX1;ADAMTS9;MYH6;FGFR2;SMAD7
GO_Biological_Process_2021,,transport across blood-brain barrier (GO:0150104),24/86,0.048432247,0.284998626,0,0,1.55169728,4.697902274,ABCC3;SLC22A3;SLC6A17;LRP1;KCNJ8;SLC1A1;SLC22A1;SLC16A12;ABCC9;ATP1A2;SLC2A4;ATP1B2;AVPR1A;SLC5A1;SLC4A3;SLC6A1;SLC4A4;SLC7A2;SLC8A2;SLCO1C1;SLCO2B1;SLC38A3;SLC28A2;ABCG2
GO_Biological_Process_2021,,regulation of neuronal synaptic plasticity (GO:0048168),10岿 29老,0.049137451,0.288811379,0,0,2.108033241,6.351786195,APP;ARC;NETO1;ACP4;SLC4A10;GRIK2;APOE;DRD2;SHISA8;SLC8A2
GO_Biological_Process_2021,,alcohol catabolic process (GO:0046164),05岿 11老,0.050360786,0.289737616,0,0,3.33625365,9.970535689,CYP27A1;AKR1D1;APOE;CYP46A1;MT3
GO_Biological_Process_2021,,cardiac muscle cell membrane repolarization (GO:0099622),05岿 11老,0.050360786,0.289737616,0,0,3.33625365,9.970535689,KCNH2;KCNJ5;KCNE1;KCNQ1;KCNJ2
GO_Biological_Process_2021,,embryonic eye morphogenesis (GO:0048048),05岿 11老,0.050360786,0.289737616,0,0,3.33625365,9.970535689,MFAP5;FBN2;EFEMP1;TBX2;LRP6
GO_Biological_Process_2021,,glucocorticoid metabolic process (GO:0008211),05岿 11老,0.050360786,0.289737616,0,0,3.33625365,9.970535689,HSD11B1;HSD3B2;CYP11A1;CYP21A2;CYP11B1
GO_Biological_Process_2021,,metanephric mesenchyme development (GO:0072075),05岿 11老,0.050360786,0.289737616,0,0,3.33625365,9.970535689,SHH;SIX4;OSR1;SIX1;PAX2
GO_Biological_Process_2021,,monocyte differentiation (GO:0030224),05岿 11老,0.050360786,0.289737616,0,0,3.33625365,9.970535689,BMP4;PDE1B;PIR;MT1G;PPARG
GO_Biological_Process_2021,,positive regulation of bone resorption (GO:0045780),05岿 11老,0.050360786,0.289737616,0,0,3.33625365,9.970535689,MC4R;DCSTAMP;SPP1;TNFSF11;ADAM8
GO_Biological_Process_2021,,positive regulation of integrin activation (GO:0033625),05岿 11老,0.050360786,0.289737616,0,0,3.33625365,9.970535689,P2RY12;FERMT1;CXCL13;CDH17;FERMT2
GO_Biological_Process_2021,,positive regulation of myelination (GO:0031643),05岿 11老,0.050360786,0.289737616,0,0,3.33625365,9.970535689,TENM4;MYRF;PARD3;TPPP;NCMAP
GO_Biological_Process_2021,,positive regulation of nitric-oxide synthase biosynthetic process (GO:0051770),05岿 11老,0.050360786,0.289737616,0,0,3.33625365,9.970535689,IL33;IFNG;KDR;CCL2;NOD2
GO_Biological_Process_2021,,positive regulation of non-canonical Wnt signaling pathway (GO:2000052),05岿 11老,0.050360786,0.289737616,0,0,3.33625365,9.970535689,SFRP1;WNT5B;RSPO3;DKK1;NKD1
GO_Biological_Process_2021,,postsynapse assembly (GO:0099068),05岿 11老,0.050360786,0.289737616,0,0,3.33625365,9.970535689,NLGN1;NLGN2;NRXN1;WNT5A;WNT7A
GO_Biological_Process_2021,,pyrimidine nucleoside catabolic process (GO:0046135),05岿 11老,0.050360786,0.289737616,0,0,3.33625365,9.970535689,NT5E;NT5C1A;DPYS;UPP2;TYMP
GO_Biological_Process_2021,,regulation of cardiac muscle cell differentiation (GO:2000725),05岿 11老,0.050360786,0.289737616,0,0,3.33625365,9.970535689,EFNB2;GREM1;BMP2;WNT3A;DKK1
GO_Biological_Process_2021,,regulation of dendritic cell apoptotic process (GO:2000668),05岿 11老,0.050360786,0.289737616,0,0,3.33625365,9.970535689,BLK;CXCL12;LILRB1;CCR7;CCL19
GO_Biological_Process_2021,,regulation of phospholipase activity (GO:0010517),05岿 11老,0.050360786,0.289737616,0,0,3.33625365,9.970535689,LRP1;APOC2;PLA2G5;FGFR2;FGFR1
GO_Biological_Process_2021,,"synaptic transmission, GABAergic (GO:0051932)",05岿 11老,0.050360786,0.289737616,0,0,3.33625365,9.970535689,GABRA2;GABRB2;GABRA4;GABRE;GABRG1
GO_Biological_Process_2021,,T cell chemotaxis (GO:0010818),05岿 11老,0.050360786,0.289737616,0,0,3.33625365,9.970535689,CXCL10;CXCL11;CCL3;DEFA1;CCL26
GO_Biological_Process_2021,,muscle cell development (GO:0055001),11/33,0.050691894,0.289737616,0,0,2.002757583,5.97220161,RAMP2;FER1L5;CXADR;NEBL;HEY2;DYSF;HES1;ANK2;IGF1;ALPK2;MYH6
GO_Biological_Process_2021,,regulation of cholesterol efflux (GO:0010874),11/33,0.050691894,0.289737616,0,0,2.002757583,5.97220161,NFKBIA;SHH;LRP1;CAV1;PTCH1;PON1;ADIPOQ;PPARG;APOE;ABCA8;CES1
GO_Biological_Process_2021,,regulation of sprouting angiogenesis (GO:1903670),11/33,0.050691894,0.289737616,0,0,2.002757583,5.97220161,PPP1R16B;FGF16;BMPER;S100A1;ALOX5;FGF18;RHOJ;FGF1;FUT1;DLL1;ADAMTS9
GO_Biological_Process_2021,,regulation of cell differentiation (GO:0045595),40/156,0.050771797,0.289737616,0,0,1.383141762,4.122335439,ALK;HEMGN;NLGN1;CSF2;CSF1;CEBPD;PTPRQ;RORC;SIX1;TNF;DLL1;SHH;FGF8;SCIN;HEY1;ALOX5;HEY2;CCN2;HES5;TFAP2A;BDNF;IGF2;MBOAT2;ALOX15B;PTK2;SMAD7;GREM1;AR;TIAM1;MAFB;GDNF;BCL6B;SMOC1;ST7;GNB3;CAMK1;CD24;BMPR1B;FGFR2;FGFR1
GO_Biological_Process_2021,,embryonic digit morphogenesis (GO:0042733),07岿 18老,0.051191001,0.289737616,0,0,2.548163832,7.573630964,SHH;INTU;OSR1;WNT7A;TWIST1;TBX3;TBX2
GO_Biological_Process_2021,,glycoprotein catabolic process (GO:0006516),07岿 18老,0.051191001,0.289737616,0,0,2.548163832,7.573630964,MMP12;NEU4;FBXO2;FBXO27;NCCRP1;ADAMTS12;ADAMTS9
GO_Biological_Process_2021,,maintenance of gastrointestinal epithelium (GO:0030277),07岿 18老,0.051191001,0.289737616,0,0,2.548163832,7.573630964,RBP4;MUC2;VSIG1;CRACD;TFF3;NOD2;MUC4
GO_Biological_Process_2021,,negative regulation of cation transmembrane transport (GO:1904063),07岿 18老,0.051191001,0.289737616,0,0,2.548163832,7.573630964,KCNH2;CAMK2D;EPO;CAV1;ATP1A2;HAMP;CBARP
GO_Biological_Process_2021,,phosphatidylinositol acyl-chain remodeling (GO:0036149),07岿 18老,0.051191001,0.289737616,0,0,2.548163832,7.573630964,PLA2G2F;PLA2G4F;PLA2G2D;PLA2G4D;PLA2G4E;PLBD1;PLA2G5
GO_Biological_Process_2021,,positive regulation of cardiac muscle hypertrophy (GO:0010613),07岿 18老,0.051191001,0.289737616,0,0,2.548163832,7.573630964,CAMK2D;BMP10;NR4A3;TRPC3;AKAP6;IGF1;AGT
GO_Biological_Process_2021,,positive regulation of fatty acid metabolic process (GO:0045923),07岿 18老,0.051191001,0.289737616,0,0,2.548163832,7.573630964,MLXIPL;NR4A3;APOC2;ADIPOQ;PPARG;APOA5;PPARGC1A
GO_Biological_Process_2021,,positive regulation of glial cell differentiation (GO:0045687),07岿 18老,0.051191001,0.289737616,0,0,2.548163832,7.573630964,BMP2;TENM4;SERPINE2;CLCF1;CXCR4;HES1;ZNF365
GO_Biological_Process_2021,,presynapse assembly (GO:0099054),07岿 18老,0.051191001,0.289737616,0,0,2.548163832,7.573630964,PTPRD;NLGN1;NLGN2;PCLO;WNT3A;WNT5A;WNT7A
GO_Biological_Process_2021,,regulation of cartilage development (GO:0061035),07岿 18老,0.051191001,0.289737616,0,0,2.548163832,7.573630964,BMP4;BMP2;BMPR2;SCIN;MBOAT2;BMPR1B;SOX5
GO_Biological_Process_2021,,ventricular cardiac muscle cell action potential (GO:0086005),07岿 18老,0.051191001,0.289737616,0,0,2.548163832,7.573630964,KCNH2;RYR2;KCNE1;KCNJ8;KCNQ1;ANK2;SNTA1
GO_Biological_Process_2021,,negative regulation of cell projection organization (GO:0031345),15/49,0.051529947,0.290202371,0,0,1.767584324,5.241934197,PTPRS;DCC;WNT3A;SEMA3A;LPAR1;CRMP1;MT3;EFNB2;MAG;RTN4RL1;TRPV4;DPYSL3;ACP4;APOE;ZNF365
GO_Biological_Process_2021,,oligosaccharide metabolic process (GO:0009311),15/49,0.051529947,0.290202371,0,0,1.767584324,5.241934197,ST6GAL2;AMY1A;AMY1B;ST8SIA2;B3GALT5;FUT1;FUT3;FUT6;FUT5;NEU4;ST8SIA5;ST6GALNAC3;GAL3ST3;GAL3ST4;ST6GALNAC5
GO_Biological_Process_2021,,negative regulation of epithelial cell apoptotic process (GO:1904036),12/37,0.051560842,0.290202371,0,0,1.922768305,5.700994134,YAP1;SEMA5A;FGB;IL10;CDH5;RAMP2;SERPINB13;WFS1;SERPINE1;FGG;KDR;NUPR1
GO_Biological_Process_2021,,neural crest cell migration (GO:0001755),12/37,0.051560842,0.290202371,0,0,1.922768305,5.700994134,SEMA5A;SEMA6B;SEMA5B;SHH;GDNF;SEMA3D;ERBB4;SEMA3A;SEMA6D;SEMA3B;NRTN;FOLR1
GO_Biological_Process_2021,,regulation of intracellular pH (GO:0051453),12/37,0.051560842,0.290202371,0,0,1.922768305,5.700994134,SLC9A2;SLC4A9;CA7;SLC4A10;SLC4A1;SLC4A3;SLC4A4;SLC9C1;SLC26A3;SLC9C2;NOX1;CFTR
GO_Biological_Process_2021,,negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090101),29/108,0.051665838,0.290469141,0,0,1.471774798,4.360807641,BMPR2;IGSF1;HTRA3;CHRD;SPRED1;BMPER;PEG10;ADAMTSL2;NKX2-1;VWC2L;CCN3;EMILIN1;SOST;FST;CAV1;CIDEA;GDF3;IL17RD;DKK1;SMAD7;GREM1;BMP2;VWC2;PPARG;SPRY1;BMPR1B;NBL1;DAND5;BMPR1A
GO_Biological_Process_2021,,positive regulation of cell migration (GO:0030335),65/269,0.052678493,0.293735238,0,0,1.279044273,3.764928235,SEMA5A;SEMA5B;BMPR2;FLT1;CSF1;FAM107A;FGF1;CLDN1;IGF1R;CDH5;FAM110C;KDR;ENPP2;CCN4;SERPINB3;PDGFRB;SEMA6B;PDGFRA;MYOC;WNT5B;FSHB;SEMA6D;TNFRSF18;ADRA2A;TIAM1;F7;CLDN4;CLDN3;IFNG;CEACAM6;ROR2;ARHGEF7;GRB7;LRRC15;CD151;SEMA3D;SEMA3A;LEF1;SEMA3B;TWIST2;PDGFA;PIK3R3;EGFR;RAB25;CCL7;CCL3;PLCG1;CCL24;DMTN;F10;CAV1;NTRK3;DAB2IP;IGF1;PTK2;COL1A1;VIL1;FERMT1;SH3RF2;BMP2;CXCL12;FERMT2;BCAR1;CCL26;FGF10
GO_Biological_Process_2021,,actin filament organization (GO:0007015),39/152,0.052716606,0.293735238,0,0,1.384277681,4.073686655,FHOD3;KHDC3L;LMOD1;PPP1R9A;RND3;EPS8;SPTA1;SCIN;EFS;POF1B;KASH5;DPYSL3;NLRP5;XIRP1;PLS3;GHSR;SVIL;GSN;DMTN;NEBL;MYO7B;SHROOM2;SHROOM3;COBL;MYO7A;PROX1;ERMN;TLE6;RFLNA;VIL1;ENAH;MYO1D;MARCKS;MYO1B;ACTC1;TRPV4;FAT1;SPIRE1;BCAR1
GO_Biological_Process_2021,,regulation of response to external stimulus (GO:0032101),34/130,0.052833296,0.293735238,0,0,1.420238696,4.176373352,SPAAR;ALOX15;GATA6;GUCA1A;CXCR4;NOD2;ADAMTS12;GUCY2F;CX3CL1;EFNB2;GRK1;IL1RL2;CASP12;NLRP6;ADGRA2;ALOX5;GNAT1;ZBP1;P2RY12;PDGFRA;IL1R1;AHSG;IL37;CAV1;WNT5A;SELE;ACE2;BCL6B;AGTR1;SAG;PPEF1;PTGES;CNGB1;FOXA2
GO_Biological_Process_2021,,steroid metabolic process (GO:0008202),28/104,0.053493348,0.293735238,0,0,1.477023374,4.325016849,AKR1D1;HSD17B3;UGT2B28;HSD17B14;CYP46A1;CYP2C19;ABCB11;CYP19A1;HSD11B1;SHH;CYP26B1;CYP2B6;CYP11A1;CYP1B1;UGT2B11;HSD3B2;CYP3A43;AKR1C4;CYP8B1;CYP39A1;CYP27A1;SULT2B1;CYP2C9;DHRS9;CYP21A2;CYP11B1;CYP1A2;CYP1A1
GO_Biological_Process_2021,,positive regulation of cell-substrate adhesion (GO:0010811),20/70,0.054219697,0.293735238,0,0,1.603015075,4.672325714,VIT;FGB;CCL25;DMTN;CSF1;MYOC;FGG;ALOX15;CD3E;NPNT;OLFM4;FBLN2;FUT1;CX3CL1;SFRP1;AGR2;CCR7;RELL2;ARHGEF7;FERMT2
GO_Biological_Process_2021,,homologous chromosome segregation (GO:0045143),08岿 22老,0.056043346,0.293735238,0,0,2.288290867,6.59400726,MAJIN;RNF212B;SYCP1;KASH5;MEI4;ANKRD31;MEIOB;MEIKIN
GO_Biological_Process_2021,,limb morphogenesis (GO:0035108),08岿 22老,0.056043346,0.293735238,0,0,2.288290867,6.59400726,SHH;CYP26B1;FGF8;PTCH1;BMPR1B;TBX4;TBX3;LRP6
GO_Biological_Process_2021,,phosphatidylserine acyl-chain remodeling (GO:0036150),08岿 22老,0.056043346,0.293735238,0,0,2.288290867,6.59400726,PLA2G2F;PLA2G4F;PLA2G2D;PLA2G4D;PLA2G4E;MBOAT2;PLA2G5;PLA1A
GO_Biological_Process_2021,,positive regulation of neural precursor cell proliferation (GO:2000179),08岿 22老,0.056043346,0.293735238,0,0,2.288290867,6.59400726,CX3CR1;DISP3;DCT;RASSF10;FZD9;PROX1;DRD2;CX3CL1
GO_Biological_Process_2021,,regulation of platelet activation (GO:0010543),08岿 22老,0.056043346,0.293735238,0,0,2.288290867,6.59400726,BLK;SELP;PDGFRA;THBD;C1QTNF1;NOS3;PDGFA;APOE
GO_Biological_Process_2021,,actin filament reorganization (GO:0090527),04岿 08老,0.056244562,0.293735238,0,0,4.003003003,11.52082648,GSN;EFS;DMTN;BCAR1
GO_Biological_Process_2021,,atrial cardiac muscle cell to AV node cell signaling (GO:0086026),04岿 08老,0.056244562,0.293735238,0,0,4.003003003,11.52082648,GJA1;KCNQ1;KCNA5;ANK2
GO_Biological_Process_2021,,brown fat cell differentiation (GO:0050873),04岿 08老,0.056244562,0.293735238,0,0,4.003003003,11.52082648,ADIPOQ;UCP1;FFAR4;PPARGC1A
GO_Biological_Process_2021,,cell migration involved in heart development (GO:0060973),04岿 08老,0.056244562,0.293735238,0,0,4.003003003,11.52082648,PDGFRB;FLRT3;DCHS1;FOLR1
GO_Biological_Process_2021,,collecting duct development (GO:0072044),04岿 08老,0.056244562,0.293735238,0,0,4.003003003,11.52082648,BMP4;SHH;PTCH1;PAX2
GO_Biological_Process_2021,,excitatory synapse assembly (GO:1904861),04岿 08老,0.056244562,0.293735238,0,0,4.003003003,11.52082648,NLGN1;GRID2;WNT5A;WNT7A
GO_Biological_Process_2021,,forebrain neuron development (GO:0021884),04岿 08老,0.056244562,0.293735238,0,0,4.003003003,11.52082648,ROBO2;WNT5A;LHX6;FGFR2
GO_Biological_Process_2021,,lens fiber cell development (GO:0070307),04岿 08老,0.056244562,0.293735238,0,0,4.003003003,11.52082648,WNT5B;WNT7A;PROX1;EPHA2
GO_Biological_Process_2021,,lens fiber cell differentiation (GO:0070306),04岿 08老,0.056244562,0.293735238,0,0,4.003003003,11.52082648,CRYGD;WNT5B;SIX3;WNT7A
GO_Biological_Process_2021,,"negative regulation of complement activation, classical pathway (GO:0045959)",04岿 08老,0.056244562,0.293735238,0,0,4.003003003,11.52082648,CR2;CR1L;SUSD4;C4BPA
GO_Biological_Process_2021,,positive regulation of astrocyte differentiation (GO:0048711),04岿 08老,0.056244562,0.293735238,0,0,4.003003003,11.52082648,BMP2;SERPINE2;CLCF1;HES1
GO_Biological_Process_2021,,positive regulation of glial cell migration (GO:1903977),04岿 08老,0.056244562,0.293735238,0,0,4.003003003,11.52082648,P2RY12;CSF1;CCL3;CX3CL1
GO_Biological_Process_2021,,postsynaptic density organization (GO:0097106),04岿 08老,0.056244562,0.293735238,0,0,4.003003003,11.52082648,NLGN1;NLGN2;NRXN1;TMEM108
GO_Biological_Process_2021,,purine ribonucleoside monophosphate catabolic process (GO:0009169),04岿 08老,0.056244562,0.293735238,0,0,4.003003003,11.52082648,NT5E;NT5C1A;XDH;PRTFDC1
GO_Biological_Process_2021,,regulation of collateral sprouting (GO:0048670),04岿 08老,0.056244562,0.293735238,0,0,4.003003003,11.52082648,PTPRS;DCC;BDNF;FGF13
GO_Biological_Process_2021,,regulation of extent of cell growth (GO:0061387),04岿 08老,0.056244562,0.293735238,0,0,4.003003003,11.52082648,OLFM1;CTTN;NRCAM;APOE
GO_Biological_Process_2021,,regulation of positive chemotaxis (GO:0050926),04岿 08老,0.056244562,0.293735238,0,0,4.003003003,11.52082648,F7;ANGPT2;NTRK3;KDR
GO_Biological_Process_2021,,T-helper cell lineage commitment (GO:0002295),04岿 08老,0.056244562,0.293735238,0,0,4.003003003,11.52082648,IL6;SLAMF6;ZFPM1;LY9
GO_Biological_Process_2021,,"wound healing, spreading of epidermal cells (GO:0035313)",04岿 08老,0.056244562,0.293735238,0,0,4.003003003,11.52082648,MMP12;ACVRL1;COL5A1;WNT7A
GO_Biological_Process_2021,,anterograde dendritic transport (GO:0098937),03岿 05老,0.057896654,0.293735238,0,0,6.003752815,17.10526624,KIF5C;KIF5A;KIF17
GO_Biological_Process_2021,,anterograde dendritic transport of neurotransmitter receptor complex (GO:0098971),03岿 05老,0.057896654,0.293735238,0,0,6.003752815,17.10526624,KIF5C;KIF5A;KIF17
GO_Biological_Process_2021,,antifungal humoral response (GO:0019732),03岿 05老,0.057896654,0.293735238,0,0,6.003752815,17.10526624,RARRES2;DEFA4;LTF
GO_Biological_Process_2021,,atrial cardiac muscle tissue morphogenesis (GO:0055009),03岿 05老,0.057896654,0.293735238,0,0,6.003752815,17.10526624,BMP10;PROX1;MYH6
GO_Biological_Process_2021,,axon choice point recognition (GO:0016198),03岿 05老,0.057896654,0.293735238,0,0,6.003752815,17.10526624,ROBO2;APP;ROBO1
GO_Biological_Process_2021,,BMP signaling pathway involved in heart development (GO:0061312),03岿 05老,0.057896654,0.293735238,0,0,6.003752815,17.10526624,BMP4;BMP2;BMPR1A
GO_Biological_Process_2021,,bundle of His cell action potential (GO:0086043),03岿 05老,0.057896654,0.293735238,0,0,6.003752815,17.10526624,CACNA2D1;KCNA5;TRPM4
GO_Biological_Process_2021,,carbon dioxide transport (GO:0015670),03岿 05老,0.057896654,0.293735238,0,0,6.003752815,17.10526624,AQP6;RHAG;AQP1
GO_Biological_Process_2021,,cellular response to brain-derived neurotrophic factor stimulus (GO:1990416),03岿 05老,0.057896654,0.293735238,0,0,6.003752815,17.10526624,NTRK2;TMEM108;SH3GL2
GO_Biological_Process_2021,,cellular response to heparin (GO:0071504),03岿 05老,0.057896654,0.293735238,0,0,6.003752815,17.10526624,EGR1;SFRP1;SLIT2
GO_Biological_Process_2021,,cellular response to vitamin (GO:0071295),03岿 05老,0.057896654,0.293735238,0,0,6.003752815,17.10526624,POSTN;SFRP1;FOLR1
GO_Biological_Process_2021,,chronic inflammatory response (GO:0002544),03岿 05老,0.057896654,0.293735238,0,0,6.003752815,17.10526624,CXCL13;TNF;S100A9
GO_Biological_Process_2021,,exocyst localization (GO:0051601),03岿 05老,0.057896654,0.293735238,0,0,6.003752815,17.10526624,EXOC3L1;EXOC3L2;EXOC3L4
GO_Biological_Process_2021,,female genitalia development (GO:0030540),03岿 05老,0.057896654,0.293735238,0,0,6.003752815,17.10526624,RBP4;LHX1;TBX3
GO_Biological_Process_2021,,forebrain regionalization (GO:0021871),03岿 05老,0.057896654,0.293735238,0,0,6.003752815,17.10526624,BMP2;LHX1;SIX3
GO_Biological_Process_2021,,glial cell-derived neurotrophic factor receptor signaling pathway (GO:0035860),03岿 05老,0.057896654,0.293735238,0,0,6.003752815,17.10526624,GDF15;SULF1;SULF2
GO_Biological_Process_2021,,hemoglobin metabolic process (GO:0020027),03岿 05老,0.057896654,0.293735238,0,0,6.003752815,17.10526624,ALAS2;AHSP;INHBA
GO_Biological_Process_2021,,histone citrullination (GO:0036414),03岿 05老,0.057896654,0.293735238,0,0,6.003752815,17.10526624,PADI6;PADI3;PADI1
GO_Biological_Process_2021,,leukotriene B4 metabolic process (GO:0036102),03岿 05老,0.057896654,0.293735238,0,0,6.003752815,17.10526624,CYP4F2;CYP4F11;CYP4F12
GO_Biological_Process_2021,,long-chain fatty acid catabolic process (GO:0042758),03岿 05老,0.057896654,0.293735238,0,0,6.003752815,17.10526624,GLYATL2;ACADL;ADTRP
GO_Biological_Process_2021,,membrane depolarization during AV node cell action potential (GO:0086045),03岿 05老,0.057896654,0.293735238,0,0,6.003752815,17.10526624,CACNA1C;CACNA1G;TRPM4
GO_Biological_Process_2021,,menaquinone metabolic process (GO:0009233),03岿 05老,0.057896654,0.293735238,0,0,6.003752815,17.10526624,CYP4F2;CYP4F11;CYP4F12
GO_Biological_Process_2021,,metanephric renal vesicle morphogenesis (GO:0072283),03岿 05老,0.057896654,0.293735238,0,0,6.003752815,17.10526624,BMP4;SIX2;PAX2
