chrom,start,end,q_value,mean_difference,num_CpGs,p_mwu,p_2d_ks,mean_g1,mean_g2,log_q_value
chr13,112055964,112055985,4.5329e-05,0.227239,6,5.2616e-10,2.6486e-07,0.28874,0.061505,4.343623861776793
chr13,112331947,112331992,4.0402e-06,0.303324,7,2.5616e-07,1.6757e-08,0.54913,0.24581,5.393597135694722
chr13,112067315,112067362,0.0001678,0.31661,5,1.4316e-10,1.1892e-06,0.3928,0.076194,3.7752080435073183
chr13,112067634,112067696,0.0032532,0.214263,7,1.214e-08,3.8084e-05,0.34351,0.12925,2.4876892363718897
chr13,112067972,112068224,1.1598e-13,0.252527,17,4.1633e-14,8.8733e-17,0.32398,0.071449,12.935616895587803
chr13,112874232,112874270,0.064804,0.250378,4,0.00032929,0.0014756,0.47065,0.22028,1.1883981866554372
chr13,113153193,113153228,0.0013696,0.229285,4,2.1355e-07,1.3879e-05,0.31791,0.088626,2.863406252666922
chr13,113328003,113328248,0.00893,-0.229995,8,1.8606e-05,0.00012723,0.5026,0.7326,2.0491485411114536
chr13,113363136,113363179,0.021656,0.261256,4,4.1055e-06,0.00037681,0.54906,0.2878,1.66442175723755
chr13,113607669,113607840,0.098902,-0.222852,4,2.6894e-05,0.0025338,0.32811,0.55096,1.004794925994515
chr13,114043609,114043668,0.22685,-0.219028,4,7.3678e-05,0.0077807,0.25825,0.47728,0.6442612163979645
chr14,20457015,20457091,0.00035142,-0.254423,4,1.2824e-05,2.7947e-06,0.37855,0.63298,3.4541735255883963
chr14,22887128,22887164,0.00039483,0.269458,5,1.2803e-07,3.2027e-06,0.34233,0.072873,3.40358985615573
chr14,24172586,24172748,1.2172e-09,0.240671,14,1.8641e-13,2.0531e-12,0.34482,0.10414,8.914638056313871
chr14,26204973,26205019,0.0075406,0.22872,7,1.7094e-06,0.00010354,0.35032,0.1216,2.1225940962625973
chr14,28766542,28766590,3.5054e-13,0.304511,11,4.019e-14,2.972e-16,0.40838,0.10387,12.455262417674229
chr14,28768075,28768374,4.5213e-07,0.206799,18,4.3077e-14,1.4504e-09,0.33091,0.12411,6.344736675442594
chr14,33800937,33801003,4.7809e-05,0.263144,8,1.0092e-13,2.8192e-07,0.7467,0.48355,4.32049034015746
chr14,35369813,35370110,0.056152,0.236629,9,1.6873e-06,0.001233,0.50627,0.26964,1.2506347705958432
chr14,36508413,36508433,0.00038986,0.214661,6,1.0706e-08,3.1537e-06,0.32675,0.11209,3.4090913215456027
chr14,36521904,36521957,0.00037586,0.251544,4,1.998e-08,3.016e-06,0.38288,0.13133,3.424973890576739
chr14,36520118,36520141,0.0043874,0.212184,4,1.5438e-06,5.4197e-05,0.30596,0.093774,2.357792769088654
chr14,36580834,36580859,5.7785e-05,0.231761,4,8.0073e-09,3.5109e-07,0.30502,0.073259,4.238184882386931
chr14,36517910,36517948,9.4122e-07,0.254375,6,7.4718e-14,3.3014e-09,0.34419,0.089817,6.026308853067039
chr14,36662966,36663021,3.1966e-05,0.302489,6,5.1055e-10,1.7827e-07,0.40567,0.10318,4.495311704879772
chr14,37198061,37198080,6.1939e-07,0.306153,4,2.9725e-09,2.0715e-09,0.34948,0.04333,6.208035810570896
chr14,37602068,37602187,1.8334e-11,0.29659,12,4.1855e-14,2.2025e-14,0.45047,0.15388,10.736742772985934
chr14,37622273,37622358,3.5739e-09,0.220177,13,4.5741e-14,6.6759e-12,0.2779,0.057719,8.446857603496792
chr14,37611102,37611490,5.0267e-28,0.259684,41,4.2522e-14,5.9598e-32,0.43187,0.17218,27.298717033258573
chr14,56817499,56817558,0.0096976,0.228315,4,2.3061e-05,0.00014077,0.31135,0.083032,2.013335733334065
chr14,56807888,56807909,2.337e-07,0.277715,7,5.8382e-12,6.9596e-10,0.39011,0.1124,6.631341287607773
chr14,56808967,56809006,0.0081362,0.22262,4,8.5936e-06,0.00011383,0.34262,0.12,2.0895783843443074
chr14,57865605,57866016,1.2252000000000001e-29,0.251267,31,4.6296e-14,1.2334e-33,0.32077,0.069507,28.911793011865466
chr14,64542242,64542406,5.0343e-12,0.238929,15,4.4853e-14,5.3269e-15,0.31716,0.078232,11.298060907885297
chr14,67412322,67412397,2.8971e-05,0.317796,7,8.1567e-11,1.5969e-07,0.54244,0.22465,4.538036513875062
chr14,74981278,74981607,5.0985e-05,-0.276805,4,2.9531e-07,3.0373e-07,0.3088,0.5856,4.292557576361259
chr14,74955816,74955824,0.054787,0.207036,4,0.00045772,0.001193,0.43529,0.22826,1.2613224798010338
chr14,74611779,74611794,0.0024831,0.260482,4,5.1122e-08,2.7847e-05,0.36925,0.10876,2.60500579008149
chr14,80955637,80955815,0.0066842,0.28895,4,1.3357e-07,8.9478e-05,0.58373,0.29478,2.1749505639257287
chr14,91264973,91265026,0.0069505,0.236221,4,1.9999e-06,9.3665e-05,0.57615,0.33993,2.1579839523263935
chr14,92923125,92923182,0.0010495,0.266437,6,1.0455e-09,1.0126e-05,0.37676,0.11032,2.9790175570815807
chr14,93938994,93939022,0.0034451,0.233972,4,6.7355e-06,4.0831e-05,0.59655,0.36258,2.4627981674231547
chr14,95360341,95360698,3.7702e-31,0.342784,29,4.0523e-14,3.2893e-35,0.51986,0.17708,30.423635610910253
chr14,95714078,95714182,0.0027043,0.285301,6,2.6662e-09,3.0793e-05,0.44192,0.15662,2.5679451318437256
chr14,97025761,97025799,0.0010069,0.260565,4,1.6834e-06,9.6202e-06,0.77402,0.51345,2.997013659143215
chr14,100278784,100278804,0.034391,0.223878,4,4.9178e-05,0.00066818,0.43976,0.21589,1.4635551958509214
chr14,99602974,99603225,5.2659e-11,0.27504,17,4.0745e-14,6.7853e-14,0.59557,0.32053,10.278527392449957
chr14,99603227,99603451,3.6405e-10,0.213996,23,3.9746e-14,5.5542e-13,0.41462,0.20063,9.438838964612383
chr14,99603453,99603502,4.8363e-15,0.352109,11,4.7629e-14,2.9438e-18,0.57486,0.22276,14.31548676730185
chr14,99603633,99603651,1.0867e-05,0.263156,4,4.4692e-10,5.1684e-08,0.46851,0.20536,4.96389033293942
chr14,101073291,101073438,0.00076258,-0.218874,6,8.1239e-08,6.9175e-06,0.2297,0.44857,3.1177145890486297
chr14,100726555,100726607,0.0016451,0.219781,6,4.5654e-06,1.7172e-05,0.46327,0.24348,2.7838076976360737
chr14,101781186,101781214,0.0017441,0.213317,4,8.874e-09,1.8384e-05,0.25479,0.041472,2.7584286179108326
chr14,101560859,101560990,1.812e-10,0.20217,18,4.1522e-14,2.6227e-13,0.29398,0.091812,9.741841806659206
chr14,101560991,101561343,2.3891e-38,0.338682,34,4.019e-14,1.1758e-42,0.52602,0.18734,37.6217656717071
chr14,101561374,101561885,0.00012898,0.219186,14,1.1729e-10,8.7861e-07,0.53168,0.31249,3.889477627398677
chr14,102761165,102761231,0.052453,0.218483,4,4.8477e-06,0.0011311,0.8273,0.60882,1.2802296676956588
chr14,102930583,102930609,0.063214,0.255893,4,5.9162e-05,0.0014312,0.6508,0.3949,1.199186727897761
chr14,103104727,103104745,0.053608,0.243687,4,0.00035191,0.0011612,0.46567,0.22198,1.2707703950721416
chr14,103207345,103207825,1.4715e-09,0.275259,13,4.3077e-14,2.5116e-12,0.36582,0.090559,8.83223973356437
chr14,104090437,104090482,0.00015645,-0.217516,4,1.5536e-08,1.0951e-06,0.68086,0.89838,3.8056244325177877
chr14,104102424,104102507,0.021034,-0.22815,4,7.1045e-05,0.00036353,0.42896,0.65711,1.6770781304169098
chr14,104117940,104118047,7.4072e-07,0.28038,8,6.442e-12,2.5237e-09,0.66866,0.38828,6.130345928910746
chr14,104202322,104202462,0.0021111,-0.202338,7,8.5559e-06,2.2999e-05,0.44457,0.64691,2.6754911942529422
chr14,104356106,104356177,0.021659,-0.246299,4,4.1055e-06,0.00037695,0.51449,0.76078,1.6643615987036566
chr14,104461159,104461214,0.012127,0.230453,5,5.6619e-05,0.00018415,0.41867,0.18821,1.916246622429989
chr14,104587804,104587840,0.014428,0.248245,4,0.00015028,0.00022729,0.64558,0.39734,1.8407938663536745
chr14,105176234,105176645,4.0507e-06,-0.330104,6,1.1774e-11,1.6846e-08,0.20855,0.53865,5.392469920027746
chr14,105199329,105199500,9.6075e-05,-0.294337,4,1.998e-08,6.2285e-07,0.30648,0.60081,4.017389606863613
chr14,105388655,105388718,0.015048,-0.238768,4,1.3342e-05,0.00023967,0.55512,0.79389,1.8225212174576775
chr14,105605149,105605384,0.49655,-0.262784,4,0.00015028,0.023608,0.38515,0.64793,0.3040370137732755
chr15,19899345,19899690,0.00067114,0.232521,6,1.8818e-09,5.9544e-06,0.7601,0.52758,3.173186876424974
chr15,21354416,21354477,3.449e-07,0.228476,6,5.7065e-14,1.0719e-09,0.91435,0.68587,6.462306805632609
chr15,20294992,20295054,7.1347e-11,0.221375,12,4.5408e-14,9.4328e-14,0.85304,0.63166,10.146624283387977
chr15,22417921,22418000,0.00063774,0.248924,5,1.7422e-08,5.5925e-06,0.77691,0.52799,3.1953563425635165
chr15,23562076,23562140,8.668e-05,0.216071,10,1.0086e-11,5.5496e-07,0.70956,0.49349,4.06208109735222
chr15,26670161,26670434,0.0012477,0.200934,9,1.09e-07,1.2476e-05,0.64836,0.44743,2.903889824915404
chr15,25861711,25862081,0.00012107,-0.289164,7,4.0466e-07,8.166e-07,0.36714,0.65631,3.9169634575880354
chr15,26868001,26868011,4.8032e-06,0.258901,4,1.2973e-10,2.0469e-08,0.33853,0.079628,5.318469329436824
chr15,26771753,26771812,2.4474e-05,0.297849,6,6.9669e-12,1.3098e-07,0.38422,0.086375,4.611295044299262
chr15,26772153,26772812,6.8952e-20,0.201908,27,4.9516e-14,2.1595e-23,0.26747,0.065567,19.161453132296447
chr15,26772820,26772855,1.5933e-10,0.402615,7,4.5186e-14,2.2776e-13,0.5081,0.10548,9.7977024438612
chr15,26772930,26773212,1.2987e-07,0.231024,14,4.4742e-14,3.5794e-10,0.2813,0.050276,6.886491159467181
chr15,29675344,29675365,2.4697e-11,0.35095,7,4.6518e-14,3e-14,0.44988,0.09893,10.607355798261572
chr15,31223605,31223678,0.14536,0.222331,4,9.4865e-05,0.0042088,0.7575,0.53517,0.8375550857000221
chr15,31483230,31483337,2.5907e-15,0.290771,20,4.7073e-14,1.5126e-18,0.43703,0.14626,14.586582874890631
chr15,36880562,36880582,5.9718e-07,0.400445,4,3.3181e-12,1.9905e-09,0.57137,0.17093,6.2238947455469535
chr15,40069301,40069441,0.00020053,0.230469,9,3.8549e-10,1.4525e-06,0.59719,0.36672,3.697820646186799
chr15,41843667,41843705,0.0034097,-0.261924,4,1.6248e-05,4.0236e-05,0.51644,0.77836,2.4672838304139733
chr15,41892956,41893044,0.00029666,0.27257,4,4.204e-08,2.2856e-06,0.54945,0.27688,3.527741007610967
chr15,42360048,42360153,2.5423e-05,-0.25268,4,1.2686e-08,1.3706e-07,0.34431,0.59699,4.594773202540061
chr15,43776218,43776677,2.1179e-05,0.213257,21,4.3854e-14,1.1106e-07,0.58747,0.37422,4.674094549645658
chr15,48962748,48962920,2.0256e-06,0.217727,15,7.1849e-12,7.7306e-09,0.60821,0.39049,5.693446311662739
chr15,52112125,52112152,0.087874,0.20108,4,0.0030115,0.0021698,0.41857,0.21749,1.0561396041849562
chr15,56733742,56733794,9.6786e-05,0.305441,6,1.5021e-05,6.2833e-07,0.45764,0.1522,4.014187458419575
chr15,71215207,71215314,2.0394e-12,0.332653,12,4.674e-14,2.0256e-15,0.66451,0.33185,11.690497585033297
chr15,73367872,73367924,7.6246e-07,0.222053,7,4.8739e-14,2.6068e-09,0.2652,0.043146,6.117782935240121
chr15,74956017,74956135,4.94e-07,0.244308,11,4.8073e-14,1.6146e-09,0.80065,0.55634,6.306273051076353
chr15,76334887,76334984,0.0096525,0.220022,7,4.6441e-07,0.0001399,0.56922,0.3492,2.0153601897039133
chr15,77604551,77604579,0.27518,0.239347,4,0.0036627,0.010192,0.52603,0.28668,0.5603831336824361
chr15,85331214,85331408,0.0017483,-0.216967,4,4.2585e-07,1.8444e-05,0.12345,0.34042,2.7573840424307345
chr15,89449233,89449450,0.0005465,0.236989,9,1.7425e-11,4.6581e-06,0.68889,0.45191,3.2624098337142784
chr15,89487060,89487095,0.037511,0.250454,4,0.0010749,0.00074581,0.58788,0.33742,1.425841357904917
chr15,89406160,89406196,0.098394,0.270282,4,6.1377e-05,0.0025176,0.37607,0.10579,1.0070313837468978
chr15,89406670,89407033,0.0011122,0.29581,6,1.5939e-07,1.0866e-05,0.36494,0.069125,2.9538171092591186
chr15,90059393,90059484,0.0022318,-0.211573,4,0.0001019,2.4543e-05,0.24791,0.45949,2.6513447267542354
chr15,90211920,90212341,0.44215,-0.208115,4,0.0020747,0.019909,0.52741,0.73553,0.3544303706488485
chr15,90957225,90957399,1.338e-12,0.251519,16,4.1189e-14,1.2662e-15,0.7161,0.46459,11.873543886568196
chr15,95326960,95326973,4.0594e-09,0.218663,4,1.1799e-11,7.728e-12,0.27921,0.060551,8.391538152616272
chr15,96332334,96332426,0.00021141,0.22022,10,1.175e-10,1.5443e-06,0.35441,0.13419,3.674874473783069
chr15,98292981,98293020,7.2299e-09,0.207275,6,4.3521e-14,1.4621e-11,0.26043,0.053151,8.140867709586317
chr15,100544526,100544923,4.9821e-07,0.215555,24,4.3077e-14,1.6299e-09,0.59942,0.38387,6.302587559615183
chr15,100973855,100974006,2.3278e-05,0.223766,16,9.4702e-14,1.2347e-07,0.4629,0.23914,4.633054336147427
chr16,546830,546991,1.8872e-09,-0.256091,8,4.3743e-14,3.3141e-12,0.33202,0.58811,8.724182072122462
chr16,831736,831758,0.66643,-0.216157,4,0.0015452,0.037055,0.48944,0.7056,0.1762454609692163
chr16,977524,977653,5.965e-05,0.251547,6,3.0094e-11,3.6349e-07,0.75653,0.50499,4.22438955199364
chr16,1039024,1039186,0.0064794,-0.200881,4,0.00018508,8.6219e-05,0.61542,0.8163,2.188465208443237
chr16,1083078,1083171,3.1875e-06,0.234985,8,1.0587e-10,1.2828e-08,0.52894,0.29395,5.496549806557988
chr16,1089773,1090044,1.9876e-05,0.217196,8,5.6448e-10,1.0333e-07,0.77507,0.55787,4.701671011926504
chr16,1093609,1093623,0.00027042,0.297199,4,3.2007e-10,2.0507e-06,0.61372,0.31652,3.567961191545379
chr16,1144003,1144401,0.0012636,-0.211409,7,3.4393e-08,1.2661e-05,0.60536,0.81677,2.8983903827668884
chr16,982548,982568,0.0041162,0.240207,4,6.8403e-08,5.0194e-05,0.31362,0.073416,2.385503531677784
chr16,982634,982673,0.0011288,0.322254,4,3.1282e-08,1.1085e-05,0.50756,0.1853,2.9473829992537084
chr16,1158943,1159003,0.0075372,0.261739,4,4.0027e-08,0.00010344,0.70412,0.44238,2.1227899605483023
chr16,1159938,1159999,0.006148,0.282109,4,1.502e-05,8.0962e-05,0.69636,0.41425,2.2112661411722927
chr16,1194959,1195032,0.004495,0.218781,6,1.2321e-07,5.5677e-05,0.67339,0.45461,2.3472703039307525
chr16,1871956,1871993,0.000218,0.26766,6,2.9925e-09,1.6006e-06,0.72261,0.45495,3.661543506395395
chr16,1979180,1979805,9.2619e-11,0.288165,15,4.4964e-14,1.2452e-13,0.57433,0.28616,10.033299912359901
chr16,1992615,1992785,1.4008e-05,0.257429,13,5.1736e-14,6.8847e-08,0.54283,0.2854,4.85362386692461
chr16,2039503,2039702,0.65695,-0.213528,4,0.0014997,0.036016,0.54231,0.75584,0.182467683028378
chr16,2178941,2179214,1.129e-30,0.361926,26,4.6185e-14,1.0608e-34,0.73042,0.36849,29.947306058075032
chr16,2341283,2341312,0.028432,0.232931,4,1.1381e-05,0.00052687,0.47699,0.24406,1.5461925895387738
chr16,2966703,2966742,0.0033578,0.30146,4,2.4404e-08,3.9504e-05,0.73296,0.4315,2.4739451752268886
chr16,2967586,2967706,0.00072956,0.276306,8,7.0158e-12,6.569e-06,0.65687,0.38056,3.136938985336841
chr16,3138372,3138508,1.7381e-07,-0.267826,10,1.5661e-11,4.9885e-10,0.58124,0.84907,6.759925240431179
chr16,3180708,3180850,0.006866,0.227089,6,3.4741e-06,9.2295e-05,0.6321,0.40501,2.1632962009102688
chr16,3254436,3254619,1.2822e-05,0.20232,10,1.4277e-12,6.2359e-08,0.7844,0.58208,4.892044227452287
chr16,3191860,3191935,0.11377,0.231566,4,2.3061e-05,0.003046,0.35545,0.12388,0.943972241913638
chr16,3295156,3295177,4.1138e-06,0.288335,5,9.905e-11,1.7181e-08,0.88077,0.59243,5.385756826158006
chr16,3295274,3295413,1.5112e-05,0.241951,8,4.762e-11,7.5251e-08,0.71981,0.47786,4.820678055086223
chr16,3284133,3284152,0.20017,0.21439,4,0.00013061,0.0065402,0.39817,0.18378,0.6986010108264356
chr16,4664133,4664158,0.01984,-0.235647,4,0.00016683,0.00033687,0.33037,0.56602,1.70245833218184
chr16,4676024,4676088,0.0027331,-0.224766,4,0.00014012,3.1182e-05,0.63964,0.8644,2.563344477837646
chr16,4691029,4691274,0.013295,-0.25221,6,1.3666e-06,0.00020558,0.31331,0.56552,1.8763116583324142
chr16,5213697,5213766,0.24357,0.207577,4,0.0017921,0.0085953,0.613,0.40543,0.6133762038749221
chr16,6483307,6483381,4.237e-13,0.341664,14,4.6629e-14,3.6207e-16,0.63217,0.2905,12.37294153599901
chr16,6019715,6019747,5.7898e-05,0.309263,4,2.4046e-09,3.5204e-07,0.42386,0.1146,4.237336438068172
chr16,10818451,10818715,1.3366e-06,0.224649,13,1.2746e-08,4.8799e-09,0.37737,0.15272,5.873998543212325
chr16,11387094,11387229,1.9213e-05,0.318749,9,9.9587e-14,9.9154e-08,0.57936,0.26061,4.716404817245463
chr16,11527040,11527130,8.1787e-09,0.402458,6,7.6383e-14,1.6814e-11,0.71091,0.30845,8.087315721719161
chr16,11667910,11667960,0.10641,0.203839,6,0.00022446,0.002784,0.57729,0.37345,0.9730175568083947
chr16,14303826,14304134,3.7596e-05,0.231072,11,8.4158e-12,2.1438e-07,0.40474,0.17367,4.4248583590706705
chr16,22162266,22162311,0.11336,0.214087,4,0.00069488,0.003031,0.39668,0.18259,0.945540162760596
chr16,23302383,23302426,2.2799e-05,0.234855,9,2.0789e-11,1.2052e-07,0.27987,0.045011,4.64208420142087
chr16,27083962,27084024,0.073825,0.224864,4,0.00027856,0.0017452,0.67347,0.44861,1.131796544362884
chr16,27430133,27430263,0.0011345,-0.228938,5,6.2481e-07,1.1154e-05,0.40207,0.63101,2.9451954997790453
chr16,28310171,28310256,0.028434,-0.228546,5,0.00013607,0.00052706,0.40878,0.63733,1.5461620409169552
chr16,28367881,28368194,5.8338e-06,0.269071,7,1.0824e-12,2.554e-08,0.74581,0.47673,5.234048463864484
chr16,29128810,29128873,0.0003847,-0.344329,4,3.4532e-08,3.1021e-06,0.48482,0.82914,3.4148778136931845
chr16,29184592,29185082,5.7044e-09,0.200638,11,4.4964e-14,1.1306e-11,0.81846,0.61782,8.243790028790489
chr16,29285328,29285382,2.0638e-08,-0.215759,6,1.6303e-11,4.6677e-11,0.104,0.31975,7.685332391882487
chr16,29648537,29648596,0.1376,-0.271999,4,1.3342e-05,0.0039116,0.44041,0.7124,0.8613815661005075
chr16,30337339,30337402,0.045225,-0.213019,5,0.00021803,0.00093975,0.72651,0.93952,1.3446214244681487
chr16,30474026,30474142,5.4673e-05,-0.278454,7,2.1893e-08,3.2925e-07,0.40536,0.68381,4.262227094981694
chr16,30474151,30474176,0.22834,-0.200507,4,0.00086575,0.0078537,0.58347,0.78398,0.6414180032814862
chr16,31129878,31129932,0.080924,-0.2732,4,2.1346e-05,0.001957,0.23286,0.50606,1.0919226585879194
chr16,31148417,31148665,2.01e-24,0.270357,27,4.7629e-14,3.3723e-28,0.80714,0.53678,23.69680394257951
chr16,31214751,31214863,5.892e-13,0.224295,13,2.7345e-13,5.1405e-16,0.33944,0.11514,12.229737261829406
chr16,31454026,31454071,0.039288,-0.245629,4,8.7326e-07,0.00078785,0.23059,0.47622,1.4057400788764527
chr16,31537391,31537455,0.0037744,0.253596,6,2.1105e-07,4.5342e-05,0.46063,0.20704,2.42315207645848
chr16,31568748,31568767,0.00034892,0.244279,4,1.9999e-06,2.7694e-06,0.50607,0.26179,3.457274136196209
chr16,31819375,31819815,1.8022e-09,0.204905,29,4.7851e-14,3.1568e-12,0.58618,0.38128,8.744197014646302
chr16,32650903,32650940,0.0020173,0.319717,4,2.82e-07,2.1788e-05,0.75903,0.43931,2.6952295114767413
chr16,32846096,32846209,1.0308e-08,0.218991,11,4.6518e-14,2.1469e-11,0.7734,0.55441,7.986825590121133
chr16,35170291,35170301,0.00086599,0.236465,4,2.2085e-08,8.0261e-06,0.77065,0.53418,3.0624871229594364
chr16,35425539,35425579,0.003778,0.20036,6,2.2204e-07,4.5393e-05,0.70838,0.50802,2.422738046414185
chr16,46844347,46844576,3.6215000000000003e-19,0.30818,20,4.5741e-14,1.199e-22,0.62045,0.31227,18.441111510463266
chr16,48810895,48811206,9.2272e-24,0.222765,40,4.2633e-14,1.7545e-27,0.30264,0.079872,23.034930065933178
chr16,49876313,49876349,1.3044e-08,0.306289,8,4.0412e-14,2.7839e-11,0.86544,0.55916,7.884589209866081
chr16,49876351,49876381,0.30926,0.209924,4,0.0025394,0.011982,0.55637,0.34645,0.5096762484503271
chr16,53372985,53373747,1.5839e-10,0.299145,18,3.9746e-14,2.2606e-13,0.49654,0.1974,9.800272241192944
chr16,54193876,54193901,2.2404e-05,0.306959,4,9.6397e-10,1.1826e-07,0.51795,0.21099,4.649674436003297
chr16,51149462,51149508,0.0084178,0.273123,4,4.2801e-06,0.00011867,0.48025,0.20713,2.074801396944877
chr16,55329022,55329048,2.5689e-05,0.33202,4,5.8907e-10,1.3901e-07,0.48665,0.15463,4.590252801258555
chr16,54288385,54288432,0.01512,0.212625,4,2.9031e-05,0.00024113,0.38563,0.17301,1.8204482088348122
chr16,55323757,55323782,0.00041184,0.22373,6,7.7087e-08,3.3711e-06,0.36271,0.13898,3.385271474775707
chr16,55832757,55832844,2.1423e-08,0.241864,9,1.3601e-12,4.8595e-11,0.85222,0.61036,7.6691197122055685
chr16,56311944,56312187,0.070277,0.204247,4,0.00074019,0.0016379,0.54766,0.34342,1.15318678603921
chr16,54932569,54932596,0.0084031,0.214599,4,9.1278e-07,0.00011843,0.39009,0.1755,2.0755604681609494
chr16,57798061,57798340,5.2904e-09,0.253371,9,9.6478e-14,1.0415e-11,0.76812,0.51475,8.276511490304074
chr16,57959338,57959441,0.065156,-0.220606,4,0.0010424,0.001486,0.23112,0.45172,1.1860455853710508
chr16,58027365,58027503,0.034727,0.232772,4,0.00038857,0.00067664,0.46266,0.22989,1.4593327329495576
chr16,63617448,63617552,3.4973e-17,0.319532,15,4.452e-14,1.5334e-20,0.48462,0.16509,16.45626711211274
chr16,63617698,63617714,0.0029547,0.241215,4,1.9453e-07,3.412e-05,0.66013,0.41891,2.529486607831335
chr16,67165830,67166007,0.014865,0.210969,6,5.7976e-05,0.00023624,0.36991,0.15894,1.8278350864590434
chr16,67393252,67393349,0.010539,0.205439,6,3.4857e-05,0.00015605,0.49321,0.28777,1.977200595488312
chr16,67980433,67980626,1.5209e-08,0.216189,20,4.5963e-14,3.2935e-11,0.64255,0.42636,7.817899340106051
chr16,68235732,68235792,1.0922e-10,0.421308,8,4.4964e-14,1.51e-13,0.65426,0.23295,9.961697827800476
chr16,70700254,70700356,3.783e-06,-0.205886,8,3.7653e-12,1.5605e-08,0.173,0.37889,5.422163658707256
chr16,71627107,71627157,0.031942,0.29072,4,4.3978e-05,0.00060888,0.53112,0.2404,1.4956378946543127
chr16,75494758,75494822,0.00068817,0.205369,6,5.1933e-07,6.1379e-06,0.48868,0.28332,3.162304263883705
chr16,84143925,84143991,0.47669,0.20741,5,0.00030601,0.022186,0.59718,0.38977,0.32176395860447016
chr16,85234833,85234922,0.00044304,0.237962,4,2.274e-06,3.6631e-06,0.56408,0.32612,3.353557061598501
chr16,85360307,85360570,2.8749e-05,-0.306609,7,6.3728e-09,1.5829e-07,0.40863,0.71524,4.5413772571320905
chr16,85376289,85376501,0.065542,-0.218159,6,9.7343e-06,0.0014984,0.55906,0.77722,1.1834803103489546
chr16,85304211,85304258,0.0042306,-0.23035,4,0.00015562,5.1873e-05,0.53322,0.76357,2.373598034939314
chr16,85529034,85529208,0.001209,-0.210858,8,1.3507e-05,1.2038e-05,0.45832,0.66918,2.9175736991392283
chr16,85948317,85948381,1.8913e-06,-0.220448,6,2.0484e-12,7.1589e-09,0.1088,0.32925,5.7232395774422224
chr16,86515557,86515590,0.00033171,0.219028,4,4.4564e-07,2.6098e-06,0.39888,0.17985,3.4792414356877672
chr16,86515829,86515893,0.00893,0.23977,4,3.0609e-06,0.00012723,0.32969,0.089923,2.0491485411114536
chr16,88100793,88101060,0.099915,0.221809,7,6.2313e-06,0.0025709,0.58153,0.35972,1.0003693072874598
chr16,88101173,88101232,1.018e-07,0.367768,7,4.0412e-14,2.7351e-10,0.71593,0.34817,6.99225222199926
chr16,88290153,88290269,5.347e-06,-0.351002,5,4.3865e-13,2.3122e-08,0.22741,0.57841,5.27188981589966
chr16,88316043,88316117,0.069992,-0.217557,4,0.00026039,0.00163,0.4612,0.67875,1.1549515964772428
chr16,88436122,88436274,0.0043032,-0.205214,5,2.554e-06,5.3023e-05,0.6347,0.83992,2.366208468726211
chr16,88478540,88478641,0.00023147,-0.243226,4,6.6855e-07,1.7155e-06,0.23816,0.48139,3.635505288355449
chr16,88523855,88523981,0.00015348,0.23264,7,1.5145e-07,1.0712e-06,0.35223,0.11959,3.8139482094737214
chr16,88599700,88599746,2.8464e-09,-0.457356,5,4.3299e-14,5.2087e-12,0.40226,0.85962,8.54570406926015
chr16,88702846,88703064,0.00041989,-0.241946,5,3.9703e-07,3.4473e-06,0.23037,0.47232,3.3768644682926006
chr16,88804824,88805090,0.00040169,-0.237742,8,8.8695e-09,3.2684e-06,0.33303,0.57078,3.3961089798164417
chr16,88956979,88957184,2.8129e-13,-0.254452,11,4.4742e-14,2.2968e-16,0.35343,0.60788,12.550845706946122
chr16,89048139,89048475,1.7769e-10,0.237645,13,4.4187e-14,2.5679e-13,0.74833,0.51069,9.750337012639394
chr16,89067743,89067946,0.00090345,-0.218062,6,4.5905e-07,8.4541e-06,0.25329,0.47135,3.044095877773738
chr16,89052398,89052640,0.00017369,-0.204513,16,0.0033527,1.2336e-06,0.57226,0.77677,3.7602251848334807
chr16,89623852,89623927,0.14939,0.229068,4,0.00014512,0.0043674,0.51698,0.28792,0.8256784727359596
chr16,89576373,89576404,0.036637,0.210803,4,6.8501e-05,0.00072371,0.38336,0.17255,1.436080095506021
chr16,89576414,89576653,3.2253e-15,0.336064,20,3.7081e-14,1.9337e-18,0.60302,0.26695,14.491429883420954
chr16,89827784,89827912,0.0058578,0.207643,8,3.3044e-07,7.6214e-05,0.32933,0.12169,2.232265460305351
chr17,795246,795287,0.38139,0.204559,4,0.00092129,0.016116,0.58355,0.37899,0.4186306982898933
chr17,1095656,1095773,3.0769e-05,-0.263805,5,1.4541e-08,1.7077e-07,0.22291,0.48671,4.5118866181997035
chr17,1270568,1270621,0.00060094,0.253245,7,8.8712e-08,5.1932e-06,0.48233,0.22908,3.22116888734787
chr17,1582514,1582606,0.0034416,-0.236692,4,0.014097,4.0741e-05,0.52698,0.76367,2.4632396069566127
chr17,1588867,1588982,0.013296,-0.286124,5,0.00011993,0.00020561,0.49562,0.78175,1.8762789935599642
chr17,1575161,1575697,4.1054e-05,-0.208559,18,5.37e-08,2.3667e-07,0.67839,0.88695,4.386644522020887
chr17,2359719,2359762,0.10683,-0.253047,4,0.00017272,0.0028022,0.64721,0.90026,0.9713067716060839
chr17,2990361,2990533,0.08721,-0.203946,4,7.9224e-05,0.0021503,0.70645,0.91039,1.05943371350991
