Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Molecular_Function_2021,"inositol 1,4,5 trisphosphate binding (GO:0070679)",5/11,0.0503607861552266,0.3064941425553604,0,0,3.336253650396329,9.97053568893847,RPH3A;TRPC6;TRPC3;TRPC4;ITPR3
GO_Molecular_Function_2021,G protein-coupled serotonin receptor activity (GO:0004993),11/33,0.0506918939881729,0.3064941425553604,0,0,2.002757583354224,5.972201610069384,CHRM2;CHRM3;OR10H1;HRH1;OR10J5;OR10H2;OR10H5;HTR1D;HTR1B;HTR2A;HTR4
GO_Molecular_Function_2021,serotonin receptor activity (GO:0099589),11/33,0.0506918939881729,0.3064941425553604,0,0,2.002757583354224,5.972201610069384,CHRM2;CHRM3;OR10H1;HRH1;OR10J5;OR10H2;OR10H5;HTR1D;HTR1B;HTR2A;HTR4
GO_Molecular_Function_2021,transmembrane receptor protein serine/threonine kinase activity (GO:0004675),7/18,0.0511910005929739,0.3064941425553604,0,0,2.548163832160827,7.573630964235831,ACVRL1;TGFBR3L;BMPR2;AMHR2;BMPR1B;LTBP1;BMPR1A
GO_Molecular_Function_2021,sodium channel regulator activity (GO:0017080),12/37,0.0515608417198328,0.3064941425553604,0,0,1.922768304914744,5.7009941339737145,PRSS41;CAMK2D;FGF14;FXYD2;FXYD1;PCSK9;FGF13;SCN4B;FGF12;SNTA1;SCN2B;PTPN3
GO_Molecular_Function_2021,syntaxin-1 binding (GO:0017075),8/22,0.0560433463226848,0.3064941425553604,0,0,2.288290867449184,6.594007260396601,UNC13B;SNAP25;SYNPR;SYT1;SNPH;SYPL2;CPLX2;CPLX1
GO_Molecular_Function_2021,estrogen 16-alpha-hydroxylase activity (GO:0101020),4/8,0.0562445616018658,0.3064941425553604,0,0,4.003003003003003,11.520826481376853,CYP3A43;CYP1A2;CYP1A1;CYP1B1
GO_Molecular_Function_2021,MHC class Ib protein binding (GO:0023029),4/8,0.0562445616018658,0.3064941425553604,0,0,4.003003003003003,11.520826481376853,KIR2DS4;LILRB1;LILRB2;KIR3DL2
GO_Molecular_Function_2021,nucleoside transmembrane transporter activity (GO:0005337),4/8,0.0562445616018658,0.3064941425553604,0,0,4.003003003003003,11.520826481376853,SLC22A1;SLC28A2;SLC28A1;SLC28A3
GO_Molecular_Function_2021,vascular endothelial growth factor receptor 2 binding (GO:0043184),4/8,0.0562445616018658,0.3064941425553604,0,0,4.003003003003003,11.520826481376853,GREM1;CDH5;ITGB3;DAB2IP
GO_Molecular_Function_2021,all-trans retinal binding (GO:0005503),3/5,0.0578966539977993,0.3064941425553604,0,0,6.003752814610958,17.105266240333872,CYP2W1;CYP27C1;ABCA4
GO_Molecular_Function_2021,alpha-2A adrenergic receptor binding (GO:0031694),3/5,0.0578966539977993,0.3064941425553604,0,0,6.003752814610958,17.105266240333872,UCHL1;APLP1;ADRA2C
GO_Molecular_Function_2021,alpha-amylase activity (GO:0004556),3/5,0.0578966539977993,0.3064941425553604,0,0,6.003752814610958,17.105266240333872,AMY2A;AMY1A;AMY1B
GO_Molecular_Function_2021,amylase activity (GO:0016160),3/5,0.0578966539977993,0.3064941425553604,0,0,6.003752814610958,17.105266240333872,AMY2A;AMY1A;AMY1B
GO_Molecular_Function_2021,beta-galactosidase activity (GO:0004565),3/5,0.0578966539977993,0.3064941425553604,0,0,6.003752814610958,17.105266240333872,GBA3;GLB1L3;GLB1L2
GO_Molecular_Function_2021,cell adhesive protein binding involved in bundle of His cell-Purkinje myocyte communication (GO:0086083),3/5,0.0578966539977993,0.3064941425553604,0,0,6.003752814610958,17.105266240333872,DSP;DSG2;DSC2
GO_Molecular_Function_2021,estrogen 2-hydroxylase activity (GO:0101021),3/5,0.0578966539977993,0.3064941425553604,0,0,6.003752814610958,17.105266240333872,CYP2B6;CYP1A2;CYP1A1
GO_Molecular_Function_2021,FATZ binding (GO:0051373),3/5,0.0578966539977993,0.3064941425553604,0,0,6.003752814610958,17.105266240333872,ACTN2;MYOZ1;MYOZ2
GO_Molecular_Function_2021,fructokinase activity (GO:0008865),3/5,0.0578966539977993,0.3064941425553604,0,0,6.003752814610958,17.105266240333872,HK3;HKDC1;GCK
GO_Molecular_Function_2021,fucose binding (GO:0042806),3/5,0.0578966539977993,0.3064941425553604,0,0,6.003752814610958,17.105266240333872,SELP;COLEC11;CLEC17A
GO_Molecular_Function_2021,gap junction channel activity involved in cardiac conduction electrical coupling (GO:0086075),3/5,0.0578966539977993,0.3064941425553604,0,0,6.003752814610958,17.105266240333872,GJA1;GJD3;GJA5
GO_Molecular_Function_2021,glucokinase activity (GO:0004340),3/5,0.0578966539977993,0.3064941425553604,0,0,6.003752814610958,17.105266240333872,HK3;HKDC1;GCK
GO_Molecular_Function_2021,hexokinase activity (GO:0004396),3/5,0.0578966539977993,0.3064941425553604,0,0,6.003752814610958,17.105266240333872,HK3;HKDC1;GCK
GO_Molecular_Function_2021,interleukin-1 receptor activity (GO:0004908),3/5,0.0578966539977993,0.3064941425553604,0,0,6.003752814610958,17.105266240333872,IL1RL2;IL1R1;IL1R2
GO_Molecular_Function_2021,kainate selective glutamate receptor activity (GO:0015277),3/5,0.0578966539977993,0.3064941425553604,0,0,6.003752814610958,17.105266240333872,GRIK3;GRIK4;GRIK2
GO_Molecular_Function_2021,lipase binding (GO:0035473),3/5,0.0578966539977993,0.3064941425553604,0,0,6.003752814610958,17.105266240333872,APOB;APOA5;GPIHBP1
GO_Molecular_Function_2021,lipoprotein lipase activity (GO:0004465),3/5,0.0578966539977993,0.3064941425553604,0,0,6.003752814610958,17.105266240333872,LIPI;LIPH;LIPG
GO_Molecular_Function_2021,mannokinase activity (GO:0019158),3/5,0.0578966539977993,0.3064941425553604,0,0,6.003752814610958,17.105266240333872,HK3;HKDC1;GCK
GO_Molecular_Function_2021,neuroligin family protein binding (GO:0097109),3/5,0.0578966539977993,0.3064941425553604,0,0,6.003752814610958,17.105266240333872,SNTG2;NRXN1;NRXN3
GO_Molecular_Function_2021,phosphodiesterase I activity (GO:0004528),3/5,0.0578966539977993,0.3064941425553604,0,0,6.003752814610958,17.105266240333872,ENPP2;ENPP1;ENPP3
GO_Molecular_Function_2021,prostaglandin E receptor activity (GO:0004957),3/5,0.0578966539977993,0.3064941425553604,0,0,6.003752814610958,17.105266240333872,HPGD;PTGER1;PTGER3
GO_Molecular_Function_2021,protein-arginine deiminase activity (GO:0004668),3/5,0.0578966539977993,0.3064941425553604,0,0,6.003752814610958,17.105266240333872,PADI6;PADI3;PADI1
GO_Molecular_Function_2021,riboflavin transmembrane transporter activity (GO:0032217),3/5,0.0578966539977993,0.3064941425553604,0,0,6.003752814610958,17.105266240333872,RTBDN;SLC52A1;ABCG2
GO_Molecular_Function_2021,serotonin-gated cation-selective channel activity (GO:0022850),3/5,0.0578966539977993,0.3064941425553604,0,0,6.003752814610958,17.105266240333872,HTR3E;HTR3A;HTR3B
GO_Molecular_Function_2021,sialic acid transmembrane transporter activity (GO:0015136),3/5,0.0578966539977993,0.3064941425553604,0,0,6.003752814610958,17.105266240333872,SLC17A1;SLC17A2;SLC17A3
GO_Molecular_Function_2021,"transforming growth factor beta receptor activity, type I (GO:0005025)",3/5,0.0578966539977993,0.3064941425553604,0,0,6.003752814610958,17.105266240333872,ACVRL1;BMPR1B;BMPR1A
GO_Molecular_Function_2021,type 1 fibroblast growth factor receptor binding (GO:0005105),3/5,0.0578966539977993,0.3064941425553604,0,0,6.003752814610958,17.105266240333872,FGF8;FGF18;FGF23
GO_Molecular_Function_2021,type 2 fibroblast growth factor receptor binding (GO:0005111),3/5,0.0578966539977993,0.3064941425553604,0,0,6.003752814610958,17.105266240333872,FGF8;FGF18;FGF10
GO_Molecular_Function_2021,urate transmembrane transporter activity (GO:0015143),3/5,0.0578966539977993,0.3064941425553604,0,0,6.003752814610958,17.105266240333872,SLC22A12;SLC17A3;ABCG2
GO_Molecular_Function_2021,uridine transmembrane transporter activity (GO:0015213),3/5,0.0578966539977993,0.3064941425553604,0,0,6.003752814610958,17.105266240333872,SLC28A2;SLC28A1;SLC28A3
GO_Molecular_Function_2021,voltage-gated calcium channel activity involved in cardiac muscle cell action potential (GO:0086007),3/5,0.0578966539977993,0.3064941425553604,0,0,6.003752814610958,17.105266240333872,CACNA2D1;CACNA1C;CACNA1G
GO_Molecular_Function_2021,chemokine receptor activity (GO:0004950),9/26,0.0591218881393979,0.3097866281589883,0,0,2.1201674355535247,5.996160152288906,CX3CR1;GPR17;CXCR1;CXCR4;CCR8;CCR7;CCR6;CCR5;CCR3
GO_Molecular_Function_2021,epidermal growth factor receptor binding (GO:0005154),9/26,0.0591218881393979,0.3097866281589883,0,0,2.1201674355535247,5.996160152288906,BTC;LINGO1;EPGN;EFEMP1;ERBB4;AGR2;AREG;FAM83B;EREG
GO_Molecular_Function_2021,bicarbonate transmembrane transporter activity (GO:0015106),6/15,0.0609800752411265,0.3131326863631848,0,0,2.669170422300117,7.466225135032954,SLC26A7;SLC4A1;SLC26A9;SLC4A3;SLC26A3;CFTR
GO_Molecular_Function_2021,mannose binding (GO:0005537),6/15,0.0609800752411265,0.3131326863631848,0,0,2.669170422300117,7.466225135032954,COLEC11;CLEC4D;CLEC6A;CD207;CLEC17A;CLEC4G
GO_Molecular_Function_2021,solute:anion antiporter activity (GO:0140323),6/15,0.0609800752411265,0.3131326863631848,0,0,2.669170422300117,7.466225135032954,SLC26A7;SLC4A1;SLC26A9;SLC4A3;SLC26A3;SLC22A9
GO_Molecular_Function_2021,Wnt-activated receptor activity (GO:0042813),6/15,0.0609800752411265,0.3131326863631848,0,0,2.669170422300117,7.466225135032954,FZD2;FZD4;FZD9;FZD8;ROR1;TSPAN12
GO_Molecular_Function_2021,retinoid binding (GO:0005501),11/34,0.0618648274947317,0.3160954121248234,0,0,1.915561271758205,5.3306305650314565,CYP26B1;CYP2W1;CYP27C1;RBP4;RBP3;ALDH1A2;CRABP1;ABCA4;RBP1;NR2F2;PTGDS
GO_Molecular_Function_2021,leak channel activity (GO:0022840),7/19,0.0675065149211642,0.3432138159605727,0,0,2.3356707571583604,6.295873325065478,KCNK7;KCNK10;KCNK13;KCNK16;RHAG;KCNK1;KCNK4
GO_Molecular_Function_2021,C-C chemokine receptor activity (GO:0016493),8/23,0.0713904844735375,0.3579454194344231,0,0,2.1356045424181698,5.637121865973117,CX3CR1;CXCR1;CXCR4;CCR8;CCR7;CCR6;CCR5;CCR3
GO_Molecular_Function_2021,low-density lipoprotein particle receptor binding (GO:0050750),8/23,0.0713904844735375,0.3579454194344231,0,0,2.1356045424181698,5.637121865973117,CRP;SYT1;PCSK9;APBB1;APOE;APOB;APOA5;DKK1
GO_Molecular_Function_2021,aspartic-type peptidase activity (GO:0070001),5/12,0.0724952748221616,0.3579454194344231,0,0,2.859467191131772,7.503910722069855,BACE2;PIP;REN;CTSE;PGC
GO_Molecular_Function_2021,lipase activator activity (GO:0060229),5/12,0.0724952748221616,0.3579454194344231,0,0,2.859467191131772,7.503910722069855,LCK;APOC2;CCL3;APOA5;ARHGAP6
GO_Molecular_Function_2021,vascular endothelial growth factor receptor binding (GO:0005172),5/12,0.0724952748221616,0.3579454194344231,0,0,2.859467191131772,7.503910722069855,GREM1;CDH5;ITGB3;DAB2IP;VEGFD
GO_Molecular_Function_2021,voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization (GO:1902282),5/12,0.0724952748221616,0.3579454194344231,0,0,2.859467191131772,7.503910722069855,KCNH2;KCNJ5;KCNE1;KCNJ8;KCNQ1
GO_Molecular_Function_2021,metal ion transmembrane transporter activity (GO:0046873),9/27,0.0735166574810142,0.3612517092488118,0,0,2.002255073916312,5.22637282359616,SLC12A3;ASIC4;TUSC3;KCNA1;SLC11A1;ATP2B3;CLDN16;AQP1;SLC8A2
GO_Molecular_Function_2021,G protein-coupled amine receptor activity (GO:0008227),12/39,0.0740279456704182,0.3620319057310454,0,0,1.7801181321743007,4.634203985892834,CHRM2;CHRM3;OR10H1;HRH1;OR10J5;OR10H2;OR10H5;HTR1D;HTR1B;HTR2A;HTR4;TAAR1
GO_Molecular_Function_2021,chloride transmembrane transporter activity (GO:0015108),6/16,0.0816048411211972,0.3934655954529086,0,0,2.402103154732098,6.019350284524775,SLC1A1;SLC26A7;SLC4A1;SLC26A9;SLC26A3;CFTR
GO_Molecular_Function_2021,potassium ion leak channel activity (GO:0022841),6/16,0.0816048411211972,0.3934655954529086,0,0,2.402103154732098,6.019350284524775,KCNK7;KCNK10;KCNK13;KCNK16;KCNK1;KCNK4
GO_Molecular_Function_2021,voltage-gated anion channel activity (GO:0008308),6/16,0.0816048411211972,0.3934655954529086,0,0,2.402103154732098,6.019350284524775,ANO1;CLCN4;CLCNKB;CLCNKA;CLCN1;SLC17A3
GO_Molecular_Function_2021,bioactive lipid receptor activity (GO:0045125),4/9,0.0855950536597484,0.405097327689224,0,0,3.2022022022022023,7.871422196343303,LPAR6;S1PR1;LPAR1;FFAR1
GO_Molecular_Function_2021,monoamine transmembrane transporter activity (GO:0008504),4/9,0.0855950536597484,0.405097327689224,0,0,3.2022022022022023,7.871422196343303,SLC22A3;SLC22A1;SLC6A2;SLC6A3
GO_Molecular_Function_2021,RAGE receptor binding (GO:0050786),4/9,0.0855950536597484,0.405097327689224,0,0,3.2022022022022023,7.871422196343303,S100A12;S100A9;S100A8;S100A7
GO_Molecular_Function_2021,retinal binding (GO:0016918),4/9,0.0855950536597484,0.405097327689224,0,0,3.2022022022022023,7.871422196343303,CYP2W1;CYP27C1;ALDH1A2;ABCA4
GO_Molecular_Function_2021,alpha-actinin binding (GO:0051393),8/24,0.0890434559358792,0.4175690833157442,0,0,2.002004008016032,4.842108474373856,KCNA5;PKD2L1;LDB3;PPARG;KCNN2;CACNA1C;PDLIM4;MYPN
GO_Molecular_Function_2021,cell adhesion mediator activity (GO:0098631),8/24,0.0890434559358792,0.4175690833157442,0,0,2.002004008016032,4.842108474373856,NTNG1;PLXNB3;CNTN2;ESAM;CNTN4;LRRC4C;DSCAML1;MYPN
GO_Molecular_Function_2021,chemokine binding (GO:0019956),10/32,0.0896610864066893,0.4177005618072227,0,0,1.8202323991797675,4.38988801191251,CX3CR1;CXCR1;ITGB3;CXCR4;CCR8;CCR7;CCR6;ACKR1;CCR5;CCR3
GO_Molecular_Function_2021,monocarboxylic acid transmembrane transporter activity (GO:0008028),9/28,0.0898849310218074,0.4177005618072227,0,0,1.8967545398198575,4.5697084009810505,SLC16A12;MPC1L;SLC6A12;SLC16A11;SLC6A11;SLC16A9;SLC6A1;SLC16A14;ABCG2
GO_Molecular_Function_2021,4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase activity (GO:0017083),3/6,0.0988488683055826,0.4319905861695036,0,0,4.002251688766575,9.261863487368624,FUT6;FUT5;FUT3
GO_Molecular_Function_2021,alkaline phosphatase activity (GO:0004035),3/6,0.0988488683055826,0.4319905861695036,0,0,4.002251688766575,9.261863487368624,ALPP;ALPL;ALPG
GO_Molecular_Function_2021,"alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase activity (GO:0001665)",3/6,0.0988488683055826,0.4319905861695036,0,0,4.002251688766575,9.261863487368624,ST6GALNAC1;ST6GALNAC3;ST6GALNAC5
GO_Molecular_Function_2021,arachidonic acid binding (GO:0050544),3/6,0.0988488683055826,0.4319905861695036,0,0,4.002251688766575,9.261863487368624,PPARG;S100A9;S100A8
GO_Molecular_Function_2021,arylesterase activity (GO:0004064),3/6,0.0988488683055826,0.4319905861695036,0,0,4.002251688766575,9.261863487368624,CA1;PON2;PON1
GO_Molecular_Function_2021,ATP-activated inward rectifier potassium channel activity (GO:0015272),3/6,0.0988488683055826,0.4319905861695036,0,0,4.002251688766575,9.261863487368624,KCNJ8;ABCC8;ABCC9
GO_Molecular_Function_2021,BMP receptor activity (GO:0098821),3/6,0.0988488683055826,0.4319905861695036,0,0,4.002251688766575,9.261863487368624,ACVRL1;BMPR2;BMPR1A
GO_Molecular_Function_2021,cation:cation antiporter activity (GO:0015491),3/6,0.0988488683055826,0.4319905861695036,0,0,4.002251688766575,9.261863487368624,SLC8A3;SLC11A1;SLC8A2
GO_Molecular_Function_2021,dihydropyrimidinase activity (GO:0004157),3/6,0.0988488683055826,0.4319905861695036,0,0,4.002251688766575,9.261863487368624,DPYS;DPYSL3;CRMP1
GO_Molecular_Function_2021,icosatetraenoic acid binding (GO:0050543),3/6,0.0988488683055826,0.4319905861695036,0,0,4.002251688766575,9.261863487368624,PPARG;S100A9;S100A8
GO_Molecular_Function_2021,phosphatidylcholine-sterol O-acyltransferase activator activity (GO:0060228),3/6,0.0988488683055826,0.4319905861695036,0,0,4.002251688766575,9.261863487368624,APOC1;APOE;APOA5
GO_Molecular_Function_2021,sodium:bicarbonate symporter activity (GO:0008510),3/6,0.0988488683055826,0.4319905861695036,0,0,4.002251688766575,9.261863487368624,SLC4A9;SLC4A10;SLC4A4
GO_Molecular_Function_2021,solute:bicarbonate symporter activity (GO:0140410),3/6,0.0988488683055826,0.4319905861695036,0,0,4.002251688766575,9.261863487368624,SLC4A9;SLC4A10;SLC4A4
GO_Molecular_Function_2021,urea transmembrane transporter activity (GO:0015204),3/6,0.0988488683055826,0.4319905861695036,0,0,4.002251688766575,9.261863487368624,SLC14A1;AQP10;AQP9
GO_Molecular_Function_2021,calcium channel regulator activity (GO:0005246),11/37,0.1044416015489543,0.4544979864015935,0,0,1.694216788476001,3.8274512306218207,REM1;CACNG8;AMBP;RRAD;NRXN1;NPY;TNNI3;CACNG1;CACNG4;PRKG1;GEM
GO_Molecular_Function_2021,sialyltransferase activity (GO:0008373),7/21,0.108397251696758,0.4677478045906323,0,0,2.0017530678687705,4.447800320908071,ST6GALNAC1;ST6GAL2;ST8SIA2;ST8SIA5;C20ORF173;ST6GALNAC3;ST6GALNAC5
GO_Molecular_Function_2021,"steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor (GO:0033764)",7/21,0.108397251696758,0.4677478045906323,0,0,2.0017530678687705,4.447800320908071,HSD11B1;HSD3B2;DHRS9;HSD17B2;HSD17B3;HSD17B14;AKR1C4
GO_Molecular_Function_2021,PDZ domain binding (GO:0030165),17/63,0.1116218628799156,0.4796470844254116,0,0,1.480302153718521,3.245767263363054,PRKN;KCNJ4;GRID2;NLGN1;CXADR;FZD2;CADM1;FZD4;SDC2;ARHGEF16;ARHGAP29;FZD8;ATP2B3;GNG12;SLC22A12;SNTG2;CFTR
GO_Molecular_Function_2021,active ion transmembrane transporter activity (GO:0022853),12/42,0.1179419160774998,0.5046931158816349,0,0,1.6018054162487465,3.4239600107328707,SLCO1C1;SLCO1B1;SLCO2B1;SLCO1B3;SLCO2A1;SLCO1A2;SLCO5A1;SLC4A1;SLCO6A1;COX7A1;SLC22A11;SLC22A9
GO_Molecular_Function_2021,benzodiazepine receptor activity (GO:0008503),4/10,0.1208205084500312,0.5085355007302544,0,0,2.668335001668335,5.639390570544463,GABRA2;GABRA4;GABRE;GABRG1
GO_Molecular_Function_2021,calcium:sodium antiporter activity (GO:0005432),4/10,0.1208205084500312,0.5085355007302544,0,0,2.668335001668335,5.639390570544463,SLC24A2;SLC8A3;SLC24A5;SLC8A2
GO_Molecular_Function_2021,cardiolipin binding (GO:1901612),4/10,0.1208205084500312,0.5085355007302544,0,0,2.668335001668335,5.639390570544463,MME;UCP1;PLEKHN1;RPE65
GO_Molecular_Function_2021,monocarboxylate:sodium symporter activity (GO:0140161),4/10,0.1208205084500312,0.5085355007302544,0,0,2.668335001668335,5.639390570544463,SLC10A2;SLC6A12;SLC6A11;SLC6A1
GO_Molecular_Function_2021,ATPase binding (GO:0051117),19/73,0.1278330103439668,0.5358551086663425,0,0,1.4093518285932252,2.899079659285761,BRSK2;S100A1;WFS1;CAV1;ANK2;ATP1B2;ANK1;EGFR;NKD2;AR;SLN;LCK;HRC;PGR;ATP6V0A4;SLC26A9;EZR;SNTA1;PTPN3
GO_Molecular_Function_2021,insulin-like growth factor receptor binding (GO:0005159),5/14,0.1297637811612391,0.5373685615023894,0,0,2.2237519121123626,4.540989352559786,SOCS1;IRS1;IGF2;IGF1;INSL4
GO_Molecular_Function_2021,metalloendopeptidase inhibitor activity (GO:0008191),5/14,0.1297637811612391,0.5373685615023894,0,0,2.2237519121123626,4.540989352559786,RARRES1;COL4A3;SPOCK3;TIMP3;TIMP4
GO_Molecular_Function_2021,phospholipase binding (GO:0043274),5/14,0.1297637811612391,0.5373685615023894,0,0,2.2237519121123626,4.540989352559786,PRKN;LCK;APOC2;SELE;ARHGAP6
GO_Molecular_Function_2021,"3',5'-cyclic-GMP phosphodiesterase activity (GO:0047555)",3/7,0.1479970831271325,0.5845884783521736,0,0,3.001501125844383,5.734556137105403,PDE1C;PDE1B;PDE1A
GO_Molecular_Function_2021,fatty acid elongase activity (GO:0009922),3/7,0.1479970831271325,0.5845884783521736,0,0,3.001501125844383,5.734556137105403,ELOVL4;ELOVL2;ELOVL3
GO_Molecular_Function_2021,galactosidase activity (GO:0015925),3/7,0.1479970831271325,0.5845884783521736,0,0,3.001501125844383,5.734556137105403,GBA3;GLB1L3;GLB1L2
GO_Molecular_Function_2021,glycerol transmembrane transporter activity (GO:0015168),3/7,0.1479970831271325,0.5845884783521736,0,0,3.001501125844383,5.734556137105403,AQP10;AQP9;AQP1
GO_Molecular_Function_2021,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides (GO:0016818)",3/7,0.1479970831271325,0.5845884783521736,0,0,3.001501125844383,5.734556137105403,PHOSPHO1;ENPP1;ALPL
GO_Molecular_Function_2021,icosanoid binding (GO:0050542),3/7,0.1479970831271325,0.5845884783521736,0,0,3.001501125844383,5.734556137105403,PPARG;S100A9;S100A8
GO_Molecular_Function_2021,intracellular cGMP-activated cation channel activity (GO:0005223),3/7,0.1479970831271325,0.5845884783521736,0,0,3.001501125844383,5.734556137105403,CNGB3;AQP1;CNGB1
GO_Molecular_Function_2021,long-chain fatty acid binding (GO:0036041),3/7,0.1479970831271325,0.5845884783521736,0,0,3.001501125844383,5.734556137105403,FABP2;FABP4;UCP1
GO_Molecular_Function_2021,myosin heavy chain binding (GO:0032036),3/7,0.1479970831271325,0.5845884783521736,0,0,3.001501125844383,5.734556137105403,MYL4;MYL2;NKD2
GO_Molecular_Function_2021,nitric-oxide synthase binding (GO:0050998),3/7,0.1479970831271325,0.5845884783521736,0,0,3.001501125844383,5.734556137105403,CAV1;NOS1AP;SNTA1
GO_Molecular_Function_2021,P-type potassium transmembrane transporter activity (GO:0008556),3/7,0.1479970831271325,0.5845884783521736,0,0,3.001501125844383,5.734556137105403,ATP4B;ATP4A;ATP1A2
GO_Molecular_Function_2021,sphingosine-1-phosphate phosphatase activity (GO:0042392),3/7,0.1479970831271325,0.5845884783521736,0,0,3.001501125844383,5.734556137105403,PLPP7;PLPP2;SGPP1
GO_Molecular_Function_2021,taste receptor activity (GO:0008527),9/31,0.1505901862606557,0.5925521888494,0,0,1.6377986834012892,3.100669215757203,TAS2R7;TAS2R40;TAS2R8;TAS2R41;TAS2R42;FFAR4;PKD2L1;PKD1L3;TAS2R39
GO_Molecular_Function_2021,semaphorin receptor binding (GO:0030215),7/23,0.1597084759261839,0.5957167708782471,0,0,1.7513148009015778,3.212620892001385,SEMA5A;SEMA6B;SEMA5B;SEMA3D;SEMA6D;SEMA3A;SEMA3B
GO_Molecular_Function_2021,ABC-type xenobiotic transporter activity (GO:0008559),4/11,0.161083220813359,0.5957167708782471,0,0,2.287001287001287,4.175685046515177,ABCC3;ABCA8;ABCB11;ABCG2
GO_Molecular_Function_2021,acetylcholine-gated cation-selective channel activity (GO:0022848),4/11,0.161083220813359,0.5957167708782471,0,0,2.287001287001287,4.175685046515177,CHRNA1;CHRNB4;CHRNA2;CHRNA4
GO_Molecular_Function_2021,alditol:NADP+ 1-oxidoreductase activity (GO:0004032),4/11,0.161083220813359,0.5957167708782471,0,0,2.287001287001287,4.175685046515177,AKR1B15;AKR1D1;AKR1E2;AKR1C4
GO_Molecular_Function_2021,amino acid:sodium symporter activity (GO:0005283),4/11,0.161083220813359,0.5957167708782471,0,0,2.287001287001287,4.175685046515177,SLC1A1;SLC6A12;SLC6A11;SLC6A1
GO_Molecular_Function_2021,cGMP binding (GO:0030553),4/11,0.161083220813359,0.5957167708782471,0,0,2.287001287001287,4.175685046515177,PDE11A;PDE10A;CNGB3;CNGB1
GO_Molecular_Function_2021,dipeptidyl-peptidase activity (GO:0008239),4/11,0.161083220813359,0.5957167708782471,0,0,2.287001287001287,4.175685046515177,DPP10;DPP4;FAP;PRSS16
GO_Molecular_Function_2021,extracellular ligand-gated ion channel activity (GO:0005230),4/11,0.161083220813359,0.5957167708782471,0,0,2.287001287001287,4.175685046515177,GABRA2;GABRA4;GABRE;GABRG1
GO_Molecular_Function_2021,filamin binding (GO:0031005),4/11,0.161083220813359,0.5957167708782471,0,0,2.287001287001287,4.175685046515177,NEBL;DPYSL3;CRMP1;RFLNA
GO_Molecular_Function_2021,intracellular ligand-gated ion channel activity (GO:0005217),4/11,0.161083220813359,0.5957167708782471,0,0,2.287001287001287,4.175685046515177,RYR1;RYR2;TRPA1;ITPR3
GO_Molecular_Function_2021,outward rectifier potassium channel activity (GO:0015271),4/11,0.161083220813359,0.5957167708782471,0,0,2.287001287001287,4.175685046515177,KCNT1;KCNT2;KCNQ1;KCNA5
GO_Molecular_Function_2021,phospholipase activator activity (GO:0016004),4/11,0.161083220813359,0.5957167708782471,0,0,2.287001287001287,4.175685046515177,LCK;APOC2;CCL3;ARHGAP6
GO_Molecular_Function_2021,protein serine/threonine phosphatase inhibitor activity (GO:0004865),4/11,0.161083220813359,0.5957167708782471,0,0,2.287001287001287,4.175685046515177,PPP1R14A;PPP1R17;PPP1R14C;MYOZ1
GO_Molecular_Function_2021,quaternary ammonium group transmembrane transporter activity (GO:0015651),4/11,0.161083220813359,0.5957167708782471,0,0,2.287001287001287,4.175685046515177,SLC22A3;SLC25A48;SLC22A1;SLC25A47
GO_Molecular_Function_2021,semaphorin receptor activity (GO:0017154),4/11,0.161083220813359,0.5957167708782471,0,0,2.287001287001287,4.175685046515177,NRP2;PLXNA2;PLXNB3;PLXNA4
GO_Molecular_Function_2021,superoxide-generating NAD(P)H oxidase activity (GO:0016175),4/11,0.161083220813359,0.5957167708782471,0,0,2.287001287001287,4.175685046515177,NCF1;NOX5;DUOX2;NOX1
GO_Molecular_Function_2021,amyloid-beta binding (GO:0001540),20/80,0.1629581736436944,0.5957167708782471,0,0,1.3350083752093802,2.422054583701365,ACHE;C1QA;BCHE;NGFR;NLGN1;LRP1;COL25A1;FZD4;CACNA1B;LILRB1;LILRB2;GRIN1;MARCO;IAPP;APBB2;APBA1;APBB1;APOE;APBA2;GRIA3
GO_Molecular_Function_2021,anion:anion antiporter activity (GO:0015301),6/19,0.1629613090496424,0.5957167708782471,0,0,1.8474249836292904,3.351676873097209,SLC26A7;SLC4A1;SLC26A9;SLC4A3;SLC26A3;SLC22A9
GO_Molecular_Function_2021,protein tyrosine kinase activator activity (GO:0030296),6/19,0.1629613090496424,0.5957167708782471,0,0,1.8474249836292904,3.351676873097209,GREM1;GRM5;ERBB3;NRG1;ALKAL1;CD24
GO_Molecular_Function_2021,aspartic-type endopeptidase activity (GO:0004190),5/15,0.1641556437765763,0.5957167708782471,0,0,2.0012515644555693,3.616142009796116,BACE2;PIP;REN;CTSE;PGC
GO_Molecular_Function_2021,hexose transmembrane transporter activity (GO:0015149),5/15,0.1641556437765763,0.5957167708782471,0,0,2.0012515644555693,3.616142009796116,SLC2A14;PPBP;SLC5A1;SLC2A4;SLC2A7
